Iout,V1,V2,Vout
-3.63900426E-07,0.30571,0.5,0.6
-3.63900298E-07,0.30572,0.5,0.6
-3.63900295E-07,0.30573,0.5,0.6
-3.63900099E-07,0.30574,0.5,0.6
-3.63899964E-07,0.30575,0.5,0.6
-3.63899854E-07,0.30576,0.5,0.6
-3.6389967E-07,0.30577,0.5,0.6
-3.6389962E-07,0.30578,0.5,0.6
-3.63899478E-07,0.30579,0.5,0.6
-3.63899311E-07,0.3058,0.5,0.6
-3.63899186E-07,0.30581,0.5,0.6
-3.6389909E-07,0.30582,0.5,0.6
-3.63898987E-07,0.30583,0.5,0.6
-3.63898824E-07,0.30584,0.5,0.6
-3.63898771E-07,0.30585,0.5,0.6
-3.63898533E-07,0.30586,0.5,0.6
-3.63898497E-07,0.30587,0.5,0.6
-3.63898351E-07,0.30588,0.5,0.6
-3.63898184E-07,0.30589,0.5,0.6
-3.63898053E-07,0.3059,0.5,0.6
-3.6389801E-07,0.30591,0.5,0.6
-3.63897893E-07,0.30592,0.5,0.6
-3.63897762E-07,0.30593,0.5,0.6
-3.63897566E-07,0.30594,0.5,0.6
-3.63897495E-07,0.30595,0.5,0.6
-3.63897364E-07,0.30596,0.5,0.6
-3.63897211E-07,0.30597,0.5,0.6
-3.63897133E-07,0.30598,0.5,0.6
-3.6389692E-07,0.30599,0.5,0.6
-3.63896884E-07,0.306,0.5,0.6
-3.63896721E-07,0.30601,0.5,0.6
-3.63896557E-07,0.30602,0.5,0.6
-3.63896465E-07,0.30603,0.5,0.6
-3.63896383E-07,0.30604,0.5,0.6
-3.63896223E-07,0.30605,0.5,0.6
