i(VIout),v(V1),v(V2),v(Vout)
-2.13949896E-07,0.47041,0.5,0.6
-2.13901291E-07,0.47042,0.5,0.6
-2.13852754E-07,0.47043,0.5,0.6
-2.1380427E-07,0.47044,0.5,0.6
-2.13755719E-07,0.47045,0.5,0.6
-2.1370716E-07,0.47046,0.5,0.6
-2.13658609E-07,0.47047,0.5,0.6
-2.13610051E-07,0.47048,0.5,0.6
-2.13561474E-07,0.47049,0.5,0.6
-2.13512937E-07,0.4705,0.5,0.6
-2.13464379E-07,0.47051,0.5,0.6
-2.13415806E-07,0.47052,0.5,0.6
-2.13367219E-07,0.47053,0.5,0.6
-2.13318632E-07,0.47054,0.5,0.6
-2.13270077E-07,0.47055,0.5,0.6
-2.13221515E-07,0.47056,0.5,0.6
-2.13172918E-07,0.47057,0.5,0.6
-2.1312438E-07,0.47058,0.5,0.6
-2.13075783E-07,0.47059,0.5,0.6
-2.13027178E-07,0.4706,0.5,0.6
-2.12978613E-07,0.47061,0.5,0.6
-2.12930008E-07,0.47062,0.5,0.6
-2.12881421E-07,0.47063,0.5,0.6
-2.12832795E-07,0.47064,0.5,0.6
-2.12784197E-07,0.47065,0.5,0.6
-2.12735621E-07,0.47066,0.5,0.6
-2.12686995E-07,0.47067,0.5,0.6
-2.12638401E-07,0.47068,0.5,0.6
-2.12589754E-07,0.47069,0.5,0.6
-2.12541181E-07,0.4707,0.5,0.6
-2.12492555E-07,0.47071,0.5,0.6
-2.12443936E-07,0.47072,0.5,0.6
-2.12395307E-07,0.47073,0.5,0.6
-2.12346681E-07,0.47074,0.5,0.6
-2.12298051E-07,0.47075,0.5,0.6
-2.12249432E-07,0.47076,0.5,0.6
-2.12200753E-07,0.47077,0.5,0.6
-2.1215212E-07,0.47078,0.5,0.6
-2.1210349E-07,0.47079,0.5,0.6
-2.12054868E-07,0.4708,0.5,0.6
-2.12006224E-07,0.47081,0.5,0.6
-2.11957534E-07,0.47082,0.5,0.6
-2.1190889E-07,0.47083,0.5,0.6
-2.11860275E-07,0.47084,0.5,0.6
-2.11811589E-07,0.47085,0.5,0.6
-2.11762941E-07,0.47086,0.5,0.6
-2.11714283E-07,0.47087,0.5,0.6
-2.11665597E-07,0.47088,0.5,0.6
-2.11616921E-07,0.47089,0.5,0.6
-2.11568246E-07,0.4709,0.5,0.6
-2.1151963E-07,0.47091,0.5,0.6
-2.11470919E-07,0.47092,0.5,0.6
-2.11422222E-07,0.47093,0.5,0.6
-2.11373585E-07,0.47094,0.5,0.6
-2.1132491E-07,0.47095,0.5,0.6
-2.11276213E-07,0.47096,0.5,0.6
-2.11227487E-07,0.47097,0.5,0.6
-2.11178818E-07,0.47098,0.5,0.6
-2.11130128E-07,0.47099,0.5,0.6
-2.11081392E-07,0.471,0.5,0.6
-2.1103271E-07,0.47101,0.5,0.6
-2.10984016E-07,0.47102,0.5,0.6
-2.10935326E-07,0.47103,0.5,0.6
-2.10886594E-07,0.47104,0.5,0.6
-2.10837868E-07,0.47105,0.5,0.6
-2.10789153E-07,0.47106,0.5,0.6
-2.10740428E-07,0.47107,0.5,0.6
-2.10691727E-07,0.47108,0.5,0.6
-2.10643012E-07,0.47109,0.5,0.6
-2.10594269E-07,0.4711,0.5,0.6
-2.10545505E-07,0.47111,0.5,0.6
-2.10496804E-07,0.47112,0.5,0.6
-2.10448093E-07,0.47113,0.5,0.6
-2.10399342E-07,0.47114,0.5,0.6
-2.10350581E-07,0.47115,0.5,0.6
-2.10301863E-07,0.47116,0.5,0.6
-2.10253127E-07,0.47117,0.5,0.6
-2.10204377E-07,0.47118,0.5,0.6
-2.10155644E-07,0.47119,0.5,0.6
-2.10106862E-07,0.4712,0.5,0.6
-2.1005809E-07,0.47121,0.5,0.6
-2.10009368E-07,0.47122,0.5,0.6
-2.09960586E-07,0.47123,0.5,0.6
-2.09911814E-07,0.47124,0.5,0.6
-2.09863067E-07,0.47125,0.5,0.6
-2.09814264E-07,0.47126,0.5,0.6
-2.09765521E-07,0.47127,0.5,0.6
-2.09716738E-07,0.47128,0.5,0.6
-2.09667935E-07,0.47129,0.5,0.6
-2.09619198E-07,0.4713,0.5,0.6
-2.09570391E-07,0.47131,0.5,0.6
-2.09521605E-07,0.47132,0.5,0.6
-2.09472812E-07,0.47133,0.5,0.6
-2.0942403E-07,0.47134,0.5,0.6
-2.09375219E-07,0.47135,0.5,0.6
-2.09326402E-07,0.47136,0.5,0.6
-2.09277616E-07,0.47137,0.5,0.6
-2.09228816E-07,0.47138,0.5,0.6
-2.09180016E-07,0.47139,0.5,0.6
-2.09131219E-07,0.4714,0.5,0.6
-2.09082391E-07,0.47141,0.5,0.6
-2.09033555E-07,0.47142,0.5,0.6
-2.08984762E-07,0.47143,0.5,0.6
-2.08935955E-07,0.47144,0.5,0.6
-2.08887116E-07,0.47145,0.5,0.6
-2.08838287E-07,0.47146,0.5,0.6
-2.08789462E-07,0.47147,0.5,0.6
-2.08740584E-07,0.47148,0.5,0.6
-2.08691745E-07,0.47149,0.5,0.6
-2.08642934E-07,0.4715,0.5,0.6
-2.08594138E-07,0.47151,0.5,0.6
-2.08545256E-07,0.47152,0.5,0.6
-2.08496402E-07,0.47153,0.5,0.6
-2.08447574E-07,0.47154,0.5,0.6
-2.08398706E-07,0.47155,0.5,0.6
-2.08349856E-07,0.47156,0.5,0.6
-2.08301014E-07,0.47157,0.5,0.6
-2.08252153E-07,0.47158,0.5,0.6
-2.08203275E-07,0.47159,0.5,0.6
-2.08154407E-07,0.4716,0.5,0.6
-2.08105558E-07,0.47161,0.5,0.6
-2.08056704E-07,0.47162,0.5,0.6
-2.08007819E-07,0.47163,0.5,0.6
-2.07958919E-07,0.47164,0.5,0.6
-2.07910073E-07,0.47165,0.5,0.6
-2.07861174E-07,0.47166,0.5,0.6
-2.0781231E-07,0.47167,0.5,0.6
-2.07763406E-07,0.47168,0.5,0.6
-2.0771455E-07,0.47169,0.5,0.6
-2.07665614E-07,0.4717,0.5,0.6
-2.07616715E-07,0.47171,0.5,0.6
-2.07567854E-07,0.47172,0.5,0.6
-2.07518934E-07,0.47173,0.5,0.6
-2.07470038E-07,0.47174,0.5,0.6
-2.07421131E-07,0.47175,0.5,0.6
-2.07372207E-07,0.47176,0.5,0.6
-2.07323318E-07,0.47177,0.5,0.6
-2.07274372E-07,0.47178,0.5,0.6
-2.07225497E-07,0.47179,0.5,0.6
-2.07176573E-07,0.4718,0.5,0.6
-2.07127631E-07,0.47181,0.5,0.6
-2.07078727E-07,0.47182,0.5,0.6
-2.07029796E-07,0.47183,0.5,0.6
-2.06980854E-07,0.47184,0.5,0.6
-2.06931894E-07,0.47185,0.5,0.6
-2.06882977E-07,0.47186,0.5,0.6
-2.06834038E-07,0.47187,0.5,0.6
-2.06785092E-07,0.47188,0.5,0.6
-2.0673615E-07,0.47189,0.5,0.6
-2.06687197E-07,0.4719,0.5,0.6
-2.06638219E-07,0.47191,0.5,0.6
-2.06589274E-07,0.47192,0.5,0.6
-2.06540346E-07,0.47193,0.5,0.6
-2.06491372E-07,0.47194,0.5,0.6
-2.06442412E-07,0.47195,0.5,0.6
-2.06393423E-07,0.47196,0.5,0.6
-2.06344481E-07,0.47197,0.5,0.6
-2.06295496E-07,0.47198,0.5,0.6
-2.0624654E-07,0.47199,0.5,0.6
-2.06197569E-07,0.472,0.5,0.6
-2.06148556E-07,0.47201,0.5,0.6
-2.06099607E-07,0.47202,0.5,0.6
-2.0605059E-07,0.47203,0.5,0.6
-2.06001612E-07,0.47204,0.5,0.6
-2.05952617E-07,0.47205,0.5,0.6
-2.05903625E-07,0.47206,0.5,0.6
-2.05854636E-07,0.47207,0.5,0.6
-2.05805662E-07,0.47208,0.5,0.6
-2.0575667E-07,0.47209,0.5,0.6
-2.05707654E-07,0.4721,0.5,0.6
-2.05658626E-07,0.47211,0.5,0.6
-2.05609616E-07,0.47212,0.5,0.6
-2.05560642E-07,0.47213,0.5,0.6
-2.05511608E-07,0.47214,0.5,0.6
-2.05462555E-07,0.47215,0.5,0.6
-2.05413553E-07,0.47216,0.5,0.6
-2.05364543E-07,0.47217,0.5,0.6
-2.05315541E-07,0.47218,0.5,0.6
-2.05266502E-07,0.47219,0.5,0.6
-2.05217475E-07,0.4722,0.5,0.6
-2.05168419E-07,0.47221,0.5,0.6
-2.05119402E-07,0.47222,0.5,0.6
-2.05070343E-07,0.47223,0.5,0.6
-2.05021287E-07,0.47224,0.5,0.6
-2.04972253E-07,0.47225,0.5,0.6
-2.04923243E-07,0.47226,0.5,0.6
-2.04874169E-07,0.47227,0.5,0.6
-2.04825128E-07,0.47228,0.5,0.6
-2.04776043E-07,0.47229,0.5,0.6
-2.0472698E-07,0.4723,0.5,0.6
-2.04677924E-07,0.47231,0.5,0.6
-2.04628869E-07,0.47232,0.5,0.6
-2.04579802E-07,0.47233,0.5,0.6
-2.04530739E-07,0.47234,0.5,0.6
-2.04481694E-07,0.47235,0.5,0.6
-2.04432599E-07,0.47236,0.5,0.6
-2.04383532E-07,0.47237,0.5,0.6
-2.04334444E-07,0.47238,0.5,0.6
-2.04285332E-07,0.47239,0.5,0.6
-2.04236269E-07,0.4724,0.5,0.6
-2.04187192E-07,0.47241,0.5,0.6
-2.04138107E-07,0.47242,0.5,0.6
-2.04089009E-07,0.47243,0.5,0.6
-2.04039885E-07,0.47244,0.5,0.6
-2.03990805E-07,0.47245,0.5,0.6
-2.03941713E-07,0.47246,0.5,0.6
-2.03892615E-07,0.47247,0.5,0.6
-2.03843513E-07,0.47248,0.5,0.6
-2.03794364E-07,0.47249,0.5,0.6
-2.03745255E-07,0.4725,0.5,0.6
-2.03696132E-07,0.47251,0.5,0.6
-2.03647065E-07,0.47252,0.5,0.6
-2.03597924E-07,0.47253,0.5,0.6
-2.03548769E-07,0.47254,0.5,0.6
-2.03499678E-07,0.47255,0.5,0.6
-2.03450526E-07,0.47256,0.5,0.6
-2.03401406E-07,0.47257,0.5,0.6
-2.03352251E-07,0.47258,0.5,0.6
-2.03303131E-07,0.47259,0.5,0.6
-2.03254E-07,0.4726,0.5,0.6
-2.03204841E-07,0.47261,0.5,0.6
-2.03155714E-07,0.47262,0.5,0.6
-2.03106552E-07,0.47263,0.5,0.6
-2.03057365E-07,0.47264,0.5,0.6
-2.0300822E-07,0.47265,0.5,0.6
-2.02959086E-07,0.47266,0.5,0.6
-2.0290992E-07,0.47267,0.5,0.6
-2.02860711E-07,0.47268,0.5,0.6
-2.02811584E-07,0.47269,0.5,0.6
-2.02762447E-07,0.4727,0.5,0.6
-2.02713235E-07,0.47271,0.5,0.6
-2.02664076E-07,0.47272,0.5,0.6
-2.02614885E-07,0.47273,0.5,0.6
-2.02565722E-07,0.47274,0.5,0.6
-2.02516553E-07,0.47275,0.5,0.6
-2.02467344E-07,0.47276,0.5,0.6
-2.02418146E-07,0.47277,0.5,0.6
-2.0236898E-07,0.47278,0.5,0.6
-2.02319779E-07,0.47279,0.5,0.6
-2.02270577E-07,0.4728,0.5,0.6
-2.02221376E-07,0.47281,0.5,0.6
-2.0217216E-07,0.47282,0.5,0.6
-2.0212298E-07,0.47283,0.5,0.6
-2.02073771E-07,0.47284,0.5,0.6
-2.02024545E-07,0.47285,0.5,0.6
-2.01975364E-07,0.47286,0.5,0.6
-2.01926106E-07,0.47287,0.5,0.6
-2.01876869E-07,0.47288,0.5,0.6
-2.01827699E-07,0.47289,0.5,0.6
-2.01778455E-07,0.4729,0.5,0.6
-2.01729268E-07,0.47291,0.5,0.6
-2.0168002E-07,0.47292,0.5,0.6
-2.01630765E-07,0.47293,0.5,0.6
-2.01581564E-07,0.47294,0.5,0.6
-2.01532298E-07,0.47295,0.5,0.6
-2.01483068E-07,0.47296,0.5,0.6
-2.01433831E-07,0.47297,0.5,0.6
-2.01384555E-07,0.47298,0.5,0.6
-2.0133534E-07,0.47299,0.5,0.6
-2.01286088E-07,0.473,0.5,0.6
-2.01236819E-07,0.47301,0.5,0.6
-2.01187554E-07,0.47302,0.5,0.6
-2.01138281E-07,0.47303,0.5,0.6
-2.01089062E-07,0.47304,0.5,0.6
-2.01039807E-07,0.47305,0.5,0.6
-2.0099051E-07,0.47306,0.5,0.6
-2.00941244E-07,0.47307,0.5,0.6
-2.00891996E-07,0.47308,0.5,0.6
-2.00842724E-07,0.47309,0.5,0.6
-2.00793437E-07,0.4731,0.5,0.6
-2.00744129E-07,0.47311,0.5,0.6
-2.00694853E-07,0.47312,0.5,0.6
-2.00645552E-07,0.47313,0.5,0.6
-2.00596261E-07,0.47314,0.5,0.6
-2.00546992E-07,0.47315,0.5,0.6
-2.00497706E-07,0.47316,0.5,0.6
-2.00448419E-07,0.47317,0.5,0.6
-2.00399075E-07,0.47318,0.5,0.6
-2.00349788E-07,0.47319,0.5,0.6
-2.0030047E-07,0.4732,0.5,0.6
-2.00251154E-07,0.47321,0.5,0.6
-2.00201836E-07,0.47322,0.5,0.6
-2.00152577E-07,0.47323,0.5,0.6
-2.00103244E-07,0.47324,0.5,0.6
-2.00053933E-07,0.47325,0.5,0.6
-2.00004557E-07,0.47326,0.5,0.6
-1.99955252E-07,0.47327,0.5,0.6
-1.9990593E-07,0.47328,0.5,0.6
-1.9985659E-07,0.47329,0.5,0.6
-1.99807246E-07,0.4733,0.5,0.6
-1.9975792E-07,0.47331,0.5,0.6
-1.99708555E-07,0.47332,0.5,0.6
-1.9965924E-07,0.47333,0.5,0.6
-1.99609893E-07,0.47334,0.5,0.6
-1.99560546E-07,0.47335,0.5,0.6
-1.99511174E-07,0.47336,0.5,0.6
-1.99461844E-07,0.47337,0.5,0.6
-1.99412487E-07,0.47338,0.5,0.6
-1.99363136E-07,0.47339,0.5,0.6
-1.99313771E-07,0.4734,0.5,0.6
-1.99264395E-07,0.47341,0.5,0.6
-1.9921502E-07,0.47342,0.5,0.6
-1.99165676E-07,0.47343,0.5,0.6
-1.991163E-07,0.47344,0.5,0.6
-1.99066914E-07,0.47345,0.5,0.6
-1.99017553E-07,0.47346,0.5,0.6
-1.98968159E-07,0.47347,0.5,0.6
-1.98918769E-07,0.47348,0.5,0.6
-1.9886939E-07,0.47349,0.5,0.6
-1.98820029E-07,0.4735,0.5,0.6
-1.98770607E-07,0.47351,0.5,0.6
-1.98721242E-07,0.47352,0.5,0.6
-1.98671817E-07,0.47353,0.5,0.6
-1.98622384E-07,0.47354,0.5,0.6
-1.98572977E-07,0.47355,0.5,0.6
-1.98523601E-07,0.47356,0.5,0.6
-1.98474197E-07,0.47357,0.5,0.6
-1.98424782E-07,0.47358,0.5,0.6
-1.983754E-07,0.47359,0.5,0.6
-1.98325957E-07,0.4736,0.5,0.6
-1.98276553E-07,0.47361,0.5,0.6
-1.98227141E-07,0.47362,0.5,0.6
-1.98177705E-07,0.47363,0.5,0.6
-1.98128248E-07,0.47364,0.5,0.6
-1.98078833E-07,0.47365,0.5,0.6
-1.98029394E-07,0.47366,0.5,0.6
-1.97979947E-07,0.47367,0.5,0.6
-1.97930508E-07,0.47368,0.5,0.6
-1.97881107E-07,0.47369,0.5,0.6
-1.97831621E-07,0.4737,0.5,0.6
-1.97782175E-07,0.47371,0.5,0.6
-1.97732724E-07,0.47372,0.5,0.6
-1.97683267E-07,0.47373,0.5,0.6
-1.97633824E-07,0.47374,0.5,0.6
-1.9758437E-07,0.47375,0.5,0.6
-1.97534899E-07,0.47376,0.5,0.6
-1.97485463E-07,0.47377,0.5,0.6
-1.97435977E-07,0.47378,0.5,0.6
-1.97386527E-07,0.47379,0.5,0.6
-1.97337037E-07,0.4738,0.5,0.6
-1.97287562E-07,0.47381,0.5,0.6
-1.97238091E-07,0.47382,0.5,0.6
-1.97188637E-07,0.47383,0.5,0.6
-1.97139133E-07,0.47384,0.5,0.6
-1.97089651E-07,0.47385,0.5,0.6
-1.97040155E-07,0.47386,0.5,0.6
-1.96990669E-07,0.47387,0.5,0.6
-1.96941176E-07,0.47388,0.5,0.6
-1.96891616E-07,0.47389,0.5,0.6
-1.96842183E-07,0.4739,0.5,0.6
-1.96792655E-07,0.47391,0.5,0.6
-1.96743144E-07,0.47392,0.5,0.6
-1.96693623E-07,0.47393,0.5,0.6
-1.96644148E-07,0.47394,0.5,0.6
-1.9659463E-07,0.47395,0.5,0.6
-1.96545098E-07,0.47396,0.5,0.6
-1.96495606E-07,0.47397,0.5,0.6
-1.96446098E-07,0.47398,0.5,0.6
-1.96396559E-07,0.47399,0.5,0.6
-1.9634702E-07,0.474,0.5,0.6
-1.96297446E-07,0.47401,0.5,0.6
-1.96247932E-07,0.47402,0.5,0.6
-1.96198421E-07,0.47403,0.5,0.6
-1.961489E-07,0.47404,0.5,0.6
-1.96099343E-07,0.47405,0.5,0.6
-1.9604979E-07,0.47406,0.5,0.6
-1.96000286E-07,0.47407,0.5,0.6
-1.95950694E-07,0.47408,0.5,0.6
-1.95901134E-07,0.47409,0.5,0.6
-1.95851587E-07,0.4741,0.5,0.6
-1.95802027E-07,0.47411,0.5,0.6
-1.95752449E-07,0.47412,0.5,0.6
-1.95702913E-07,0.47413,0.5,0.6
-1.95653342E-07,0.47414,0.5,0.6
-1.95603764E-07,0.47415,0.5,0.6
-1.95554207E-07,0.47416,0.5,0.6
-1.95504636E-07,0.47417,0.5,0.6
-1.95455069E-07,0.47418,0.5,0.6
-1.95405477E-07,0.47419,0.5,0.6
-1.95355913E-07,0.4742,0.5,0.6
-1.95306313E-07,0.47421,0.5,0.6
-1.95256707E-07,0.47422,0.5,0.6
-1.95207132E-07,0.47423,0.5,0.6
-1.95157561E-07,0.47424,0.5,0.6
-1.95107926E-07,0.47425,0.5,0.6
-1.95058348E-07,0.47426,0.5,0.6
-1.9500871E-07,0.47427,0.5,0.6
-1.94959149E-07,0.47428,0.5,0.6
-1.949095E-07,0.47429,0.5,0.6
-1.94859943E-07,0.4743,0.5,0.6
-1.94810312E-07,0.47431,0.5,0.6
-1.94760702E-07,0.47432,0.5,0.6
-1.94711088E-07,0.47433,0.5,0.6
-1.94661467E-07,0.47434,0.5,0.6
-1.94611815E-07,0.47435,0.5,0.6
-1.94562215E-07,0.47436,0.5,0.6
-1.94512559E-07,0.47437,0.5,0.6
-1.94462949E-07,0.47438,0.5,0.6
-1.9441331E-07,0.47439,0.5,0.6
-1.94363682E-07,0.4744,0.5,0.6
-1.94314044E-07,0.47441,0.5,0.6
-1.94264342E-07,0.47442,0.5,0.6
-1.94214753E-07,0.47443,0.5,0.6
-1.94165089E-07,0.47444,0.5,0.6
-1.94115454E-07,0.47445,0.5,0.6
-1.94065759E-07,0.47446,0.5,0.6
-1.94016113E-07,0.47447,0.5,0.6
-1.9396645E-07,0.47448,0.5,0.6
-1.9391678E-07,0.47449,0.5,0.6
-1.93867145E-07,0.4745,0.5,0.6
-1.93817488E-07,0.47451,0.5,0.6
-1.93767821E-07,0.47452,0.5,0.6
-1.9371813E-07,0.47453,0.5,0.6
-1.93668441E-07,0.47454,0.5,0.6
-1.93618767E-07,0.47455,0.5,0.6
-1.93569068E-07,0.47456,0.5,0.6
-1.93519394E-07,0.47457,0.5,0.6
-1.93469731E-07,0.47458,0.5,0.6
-1.93420011E-07,0.47459,0.5,0.6
-1.93370333E-07,0.4746,0.5,0.6
-1.93320624E-07,0.47461,0.5,0.6
-1.93270932E-07,0.47462,0.5,0.6
-1.93221208E-07,0.47463,0.5,0.6
-1.93171527E-07,0.47464,0.5,0.6
-1.93121821E-07,0.47465,0.5,0.6
-1.93072122E-07,0.47466,0.5,0.6
-1.93022416E-07,0.47467,0.5,0.6
-1.92972678E-07,0.47468,0.5,0.6
-1.92922982E-07,0.47469,0.5,0.6
-1.92873227E-07,0.4747,0.5,0.6
-1.92823531E-07,0.47471,0.5,0.6
-1.92773765E-07,0.47472,0.5,0.6
-1.92724059E-07,0.47473,0.5,0.6
-1.92674335E-07,0.47474,0.5,0.6
-1.92624572E-07,0.47475,0.5,0.6
-1.92574877E-07,0.47476,0.5,0.6
-1.92525103E-07,0.47477,0.5,0.6
-1.92475355E-07,0.47478,0.5,0.6
-1.92425635E-07,0.47479,0.5,0.6
-1.92375868E-07,0.4748,0.5,0.6
-1.92326091E-07,0.47481,0.5,0.6
-1.92276385E-07,0.47482,0.5,0.6
-1.92226594E-07,0.47483,0.5,0.6
-1.92176849E-07,0.47484,0.5,0.6
-1.92127082E-07,0.47485,0.5,0.6
-1.92077305E-07,0.47486,0.5,0.6
-1.92027581E-07,0.47487,0.5,0.6
-1.91977765E-07,0.47488,0.5,0.6
-1.91928024E-07,0.47489,0.5,0.6
-1.91878215E-07,0.4749,0.5,0.6
-1.91828448E-07,0.47491,0.5,0.6
-1.91778678E-07,0.47492,0.5,0.6
-1.91728898E-07,0.47493,0.5,0.6
-1.91679092E-07,0.47494,0.5,0.6
-1.91629319E-07,0.47495,0.5,0.6
-1.9157951E-07,0.47496,0.5,0.6
-1.91529718E-07,0.47497,0.5,0.6
-1.91479923E-07,0.47498,0.5,0.6
-1.91430118E-07,0.47499,0.5,0.6
-1.91380309E-07,0.475,0.5,0.6
-1.91330507E-07,0.47501,0.5,0.6
-1.91280691E-07,0.47502,0.5,0.6
-1.9123086E-07,0.47503,0.5,0.6
-1.91181055E-07,0.47504,0.5,0.6
-1.91131228E-07,0.47505,0.5,0.6
-1.91081433E-07,0.47506,0.5,0.6
-1.91031649E-07,0.47507,0.5,0.6
-1.90981766E-07,0.47508,0.5,0.6
-1.90931917E-07,0.47509,0.5,0.6
-1.90882091E-07,0.4751,0.5,0.6
-1.90832242E-07,0.47511,0.5,0.6
-1.90782448E-07,0.47512,0.5,0.6
-1.90732539E-07,0.47513,0.5,0.6
-1.90682712E-07,0.47514,0.5,0.6
-1.90632903E-07,0.47515,0.5,0.6
-1.90583037E-07,0.47516,0.5,0.6
-1.90533175E-07,0.47517,0.5,0.6
-1.90483352E-07,0.47518,0.5,0.6
-1.90433482E-07,0.47519,0.5,0.6
-1.90383634E-07,0.4752,0.5,0.6
-1.90333772E-07,0.47521,0.5,0.6
-1.90283867E-07,0.47522,0.5,0.6
-1.90234051E-07,0.47523,0.5,0.6
-1.90184124E-07,0.47524,0.5,0.6
-1.90134248E-07,0.47525,0.5,0.6
-1.90084396E-07,0.47526,0.5,0.6
-1.90034498E-07,0.47527,0.5,0.6
-1.89984622E-07,0.47528,0.5,0.6
-1.89934724E-07,0.47529,0.5,0.6
-1.89884858E-07,0.4753,0.5,0.6
-1.89834957E-07,0.47531,0.5,0.6
-1.89785069E-07,0.47532,0.5,0.6
-1.89735164E-07,0.47533,0.5,0.6
-1.89685245E-07,0.47534,0.5,0.6
-1.89635351E-07,0.47535,0.5,0.6
-1.89585435E-07,0.47536,0.5,0.6
-1.89535548E-07,0.47537,0.5,0.6
-1.8948565E-07,0.47538,0.5,0.6
-1.89435749E-07,0.47539,0.5,0.6
-1.89385801E-07,0.4754,0.5,0.6
-1.89335918E-07,0.47541,0.5,0.6
-1.8928597E-07,0.47542,0.5,0.6
-1.89236061E-07,0.47543,0.5,0.6
-1.89186096E-07,0.47544,0.5,0.6
-1.89136209E-07,0.47545,0.5,0.6
-1.89086261E-07,0.47546,0.5,0.6
-1.89036335E-07,0.47547,0.5,0.6
-1.88986387E-07,0.47548,0.5,0.6
-1.88936447E-07,0.47549,0.5,0.6
-1.88886514E-07,0.4755,0.5,0.6
-1.88836587E-07,0.47551,0.5,0.6
-1.88786583E-07,0.47552,0.5,0.6
-1.887366E-07,0.47553,0.5,0.6
-1.88686702E-07,0.47554,0.5,0.6
-1.88636722E-07,0.47555,0.5,0.6
-1.88586778E-07,0.47556,0.5,0.6
-1.88536809E-07,0.47557,0.5,0.6
-1.88486858E-07,0.47558,0.5,0.6
-1.88436857E-07,0.47559,0.5,0.6
-1.88386895E-07,0.4756,0.5,0.6
-1.88336902E-07,0.47561,0.5,0.6
-1.88286961E-07,0.47562,0.5,0.6
-1.8823695E-07,0.47563,0.5,0.6
-1.88186984E-07,0.47564,0.5,0.6
-1.8813699E-07,0.47565,0.5,0.6
-1.88087007E-07,0.47566,0.5,0.6
-1.88037017E-07,0.47567,0.5,0.6
-1.87987023E-07,0.47568,0.5,0.6
-1.87937019E-07,0.47569,0.5,0.6
-1.87886972E-07,0.4757,0.5,0.6
-1.87837006E-07,0.47571,0.5,0.6
-1.87787013E-07,0.47572,0.5,0.6
-1.87736998E-07,0.47573,0.5,0.6
-1.87686968E-07,0.47574,0.5,0.6
-1.87636985E-07,0.47575,0.5,0.6
-1.87586934E-07,0.47576,0.5,0.6
-1.87536909E-07,0.47577,0.5,0.6
-1.87486936E-07,0.47578,0.5,0.6
-1.87436875E-07,0.47579,0.5,0.6
-1.8738686E-07,0.4758,0.5,0.6
-1.8733682E-07,0.47581,0.5,0.6
-1.87286801E-07,0.47582,0.5,0.6
-1.87236711E-07,0.47583,0.5,0.6
-1.87186693E-07,0.47584,0.5,0.6
-1.87136649E-07,0.47585,0.5,0.6
-1.87086595E-07,0.47586,0.5,0.6
-1.87036544E-07,0.47587,0.5,0.6
-1.86986526E-07,0.47588,0.5,0.6
-1.86936408E-07,0.47589,0.5,0.6
-1.86886364E-07,0.4759,0.5,0.6
-1.86836338E-07,0.47591,0.5,0.6
-1.86786281E-07,0.47592,0.5,0.6
-1.86736191E-07,0.47593,0.5,0.6
-1.86686115E-07,0.47594,0.5,0.6
-1.86636058E-07,0.47595,0.5,0.6
-1.86586004E-07,0.47596,0.5,0.6
-1.86535914E-07,0.47597,0.5,0.6
-1.86485821E-07,0.47598,0.5,0.6
-1.86435738E-07,0.47599,0.5,0.6
-1.86385648E-07,0.476,0.5,0.6
-1.86335555E-07,0.47601,0.5,0.6
-1.86285487E-07,0.47602,0.5,0.6
-1.862354E-07,0.47603,0.5,0.6
-1.861853E-07,0.47604,0.5,0.6
-1.86135171E-07,0.47605,0.5,0.6
-1.86085053E-07,0.47606,0.5,0.6
-1.86034967E-07,0.47607,0.5,0.6
-1.85984849E-07,0.47608,0.5,0.6
-1.85934773E-07,0.47609,0.5,0.6
-1.8588463E-07,0.4761,0.5,0.6
-1.85834491E-07,0.47611,0.5,0.6
-1.85784415E-07,0.47612,0.5,0.6
-1.85734262E-07,0.47613,0.5,0.6
-1.85684183E-07,0.47614,0.5,0.6
-1.85634043E-07,0.47615,0.5,0.6
-1.85583868E-07,0.47616,0.5,0.6
-1.85533764E-07,0.47617,0.5,0.6
-1.85483643E-07,0.47618,0.5,0.6
-1.85433485E-07,0.47619,0.5,0.6
-1.85383318E-07,0.4762,0.5,0.6
-1.85333171E-07,0.47621,0.5,0.6
-1.85283021E-07,0.47622,0.5,0.6
-1.8523291E-07,0.47623,0.5,0.6
-1.85182756E-07,0.47624,0.5,0.6
-1.85132599E-07,0.47625,0.5,0.6
-1.85082456E-07,0.47626,0.5,0.6
-1.85032253E-07,0.47627,0.5,0.6
-1.84982127E-07,0.47628,0.5,0.6
-1.8493191E-07,0.47629,0.5,0.6
-1.84881785E-07,0.4763,0.5,0.6
-1.84831595E-07,0.47631,0.5,0.6
-1.84781385E-07,0.47632,0.5,0.6
-1.84731221E-07,0.47633,0.5,0.6
-1.84681046E-07,0.47634,0.5,0.6
-1.84630856E-07,0.47635,0.5,0.6
-1.84580671E-07,0.47636,0.5,0.6
-1.84530446E-07,0.47637,0.5,0.6
-1.84480289E-07,0.47638,0.5,0.6
-1.84430082E-07,0.47639,0.5,0.6
-1.8437991E-07,0.4764,0.5,0.6
-1.84329704E-07,0.47641,0.5,0.6
-1.84279457E-07,0.47642,0.5,0.6
-1.84229268E-07,0.47643,0.5,0.6
-1.84179058E-07,0.47644,0.5,0.6
-1.84128844E-07,0.47645,0.5,0.6
-1.84078623E-07,0.47646,0.5,0.6
-1.84028401E-07,0.47647,0.5,0.6
-1.83978216E-07,0.47648,0.5,0.6
