i(VIout),v(V1),v(V2),v(Vout)
-3.51972002E-07,0.33534,0.5,0.6
-3.51971771E-07,0.33535,0.5,0.6
-3.519717E-07,0.33536,0.5,0.6
-3.51971451E-07,0.33537,0.5,0.6
-3.51971266E-07,0.33538,0.5,0.6
-3.51971043E-07,0.33539,0.5,0.6
-3.51970904E-07,0.3354,0.5,0.6
-3.51970684E-07,0.33541,0.5,0.6
-3.51970442E-07,0.33542,0.5,0.6
-3.51970286E-07,0.33543,0.5,0.6
-3.51970108E-07,0.33544,0.5,0.6
-3.51969927E-07,0.33545,0.5,0.6
-3.51969693E-07,0.33546,0.5,0.6
-3.51969497E-07,0.33547,0.5,0.6
-3.51969323E-07,0.33548,0.5,0.6
-3.51969106E-07,0.33549,0.5,0.6
-3.51968943E-07,0.3355,0.5,0.6
-3.51968744E-07,0.33551,0.5,0.6
-3.51968549E-07,0.33552,0.5,0.6
-3.51968382E-07,0.33553,0.5,0.6
-3.51968161E-07,0.33554,0.5,0.6
-3.51968023E-07,0.33555,0.5,0.6
-3.51967788E-07,0.33556,0.5,0.6
-3.51967618E-07,0.33557,0.5,0.6
-3.51967401E-07,0.33558,0.5,0.6
-3.51967209E-07,0.33559,0.5,0.6
-3.51966964E-07,0.3356,0.5,0.6
-3.51966907E-07,0.33561,0.5,0.6
-3.51966637E-07,0.33562,0.5,0.6
-3.51966435E-07,0.33563,0.5,0.6
-3.51966239E-07,0.33564,0.5,0.6
-3.51966044E-07,0.33565,0.5,0.6
-3.51965813E-07,0.33566,0.5,0.6
-3.51965618E-07,0.33567,0.5,0.6
-3.51965465E-07,0.33568,0.5,0.6
-3.51965308E-07,0.33569,0.5,0.6
-3.51965078E-07,0.3357,0.5,0.6
-3.51964925E-07,0.33571,0.5,0.6
-3.51964712E-07,0.33572,0.5,0.6
-3.5196452E-07,0.33573,0.5,0.6
-3.51964314E-07,0.33574,0.5,0.6
-3.51964097E-07,0.33575,0.5,0.6
-3.51963841E-07,0.33576,0.5,0.6
-3.51963703E-07,0.33577,0.5,0.6
-3.5196355E-07,0.33578,0.5,0.6
-3.51963351E-07,0.33579,0.5,0.6
-3.51963173E-07,0.3358,0.5,0.6
-3.51962964E-07,0.33581,0.5,0.6
-3.51962754E-07,0.33582,0.5,0.6
-3.51962612E-07,0.33583,0.5,0.6
-3.5196236E-07,0.33584,0.5,0.6
-3.51962136E-07,0.33585,0.5,0.6
-3.51961891E-07,0.33586,0.5,0.6
-3.51961766E-07,0.33587,0.5,0.6
-3.51961603E-07,0.33588,0.5,0.6
-3.51961429E-07,0.33589,0.5,0.6
-3.51961166E-07,0.3359,0.5,0.6
-3.5196101E-07,0.33591,0.5,0.6
-3.51960807E-07,0.33592,0.5,0.6
-3.51960598E-07,0.33593,0.5,0.6
-3.51960406E-07,0.33594,0.5,0.6
-3.51960168E-07,0.33595,0.5,0.6
-3.51960029E-07,0.33596,0.5,0.6
-3.51959859E-07,0.33597,0.5,0.6
-3.51959692E-07,0.33598,0.5,0.6
-3.51959439E-07,0.33599,0.5,0.6
-3.51959244E-07,0.336,0.5,0.6
-3.51959081E-07,0.33601,0.5,0.6
-3.51958839E-07,0.33602,0.5,0.6
-3.51958665E-07,0.33603,0.5,0.6
-3.51958441E-07,0.33604,0.5,0.6
-3.51958306E-07,0.33605,0.5,0.6
-3.51958143E-07,0.33606,0.5,0.6
-3.51957912E-07,0.33607,0.5,0.6
-3.51957677E-07,0.33608,0.5,0.6
-3.51957524E-07,0.33609,0.5,0.6
-3.51957311E-07,0.3361,0.5,0.6
-3.51957066E-07,0.33611,0.5,0.6
-3.51956896E-07,0.33612,0.5,0.6
-3.5195669E-07,0.33613,0.5,0.6
-3.51956579E-07,0.33614,0.5,0.6
-3.51956359E-07,0.33615,0.5,0.6
-3.51956182E-07,0.33616,0.5,0.6
-3.51955968E-07,0.33617,0.5,0.6
-3.51955773E-07,0.33618,0.5,0.6
-3.51955542E-07,0.33619,0.5,0.6
-3.51955343E-07,0.3362,0.5,0.6
-3.5195513E-07,0.33621,0.5,0.6
-3.51954974E-07,0.33622,0.5,0.6
-3.51954817E-07,0.33623,0.5,0.6
-3.51954604E-07,0.33624,0.5,0.6
-3.51954448E-07,0.33625,0.5,0.6
-3.51954224E-07,0.33626,0.5,0.6
-3.51954021E-07,0.33627,0.5,0.6
-3.51953801E-07,0.33628,0.5,0.6
-3.51953609E-07,0.33629,0.5,0.6
-3.51953378E-07,0.3363,0.5,0.6
-3.51953176E-07,0.33631,0.5,0.6
-3.51953062E-07,0.33632,0.5,0.6
-3.51952863E-07,0.33633,0.5,0.6
-3.51952679E-07,0.33634,0.5,0.6
-3.51952423E-07,0.33635,0.5,0.6
-3.51952231E-07,0.33636,0.5,0.6
-3.51952046E-07,0.33637,0.5,0.6
-3.51951847E-07,0.33638,0.5,0.6
-3.51951581E-07,0.33639,0.5,0.6
-3.51951385E-07,0.3364,0.5,0.6
-3.51951272E-07,0.33641,0.5,0.6
-3.51951119E-07,0.33642,0.5,0.6
-3.51950884E-07,0.33643,0.5,0.6
-3.51950707E-07,0.33644,0.5,0.6
-3.51950483E-07,0.33645,0.5,0.6
-3.51950249E-07,0.33646,0.5,0.6
-3.51950085E-07,0.33647,0.5,0.6
-3.51949861E-07,0.33648,0.5,0.6
-3.51949662E-07,0.33649,0.5,0.6
-3.5194946E-07,0.3365,0.5,0.6
-3.51949286E-07,0.33651,0.5,0.6
-3.5194914E-07,0.33652,0.5,0.6
-3.51948955E-07,0.33653,0.5,0.6
-3.51948746E-07,0.33654,0.5,0.6
-3.51948522E-07,0.33655,0.5,0.6
-3.51948305E-07,0.33656,0.5,0.6
-3.5194817E-07,0.33657,0.5,0.6
-3.51947882E-07,0.33658,0.5,0.6
-3.51947708E-07,0.33659,0.5,0.6
-3.51947516E-07,0.3366,0.5,0.6
-3.51947371E-07,0.33661,0.5,0.6
-3.51947147E-07,0.33662,0.5,0.6
-3.5194692E-07,0.33663,0.5,0.6
-3.51946788E-07,0.33664,0.5,0.6
-3.519466E-07,0.33665,0.5,0.6
-3.51946376E-07,0.33666,0.5,0.6
-3.51946113E-07,0.33667,0.5,0.6
-3.51945939E-07,0.33668,0.5,0.6
-3.51945758E-07,0.33669,0.5,0.6
-3.51945523E-07,0.3367,0.5,0.6
-3.51945403E-07,0.33671,0.5,0.6
-3.51945193E-07,0.33672,0.5,0.6
-3.51944994E-07,0.33673,0.5,0.6
-3.51944824E-07,0.33674,0.5,0.6
-3.51944603E-07,0.33675,0.5,0.6
-3.51944397E-07,0.33676,0.5,0.6
-3.51944166E-07,0.33677,0.5,0.6
-3.51943957E-07,0.33678,0.5,0.6
-3.51943847E-07,0.33679,0.5,0.6
-3.51943566E-07,0.3368,0.5,0.6
-3.51943456E-07,0.33681,0.5,0.6
-3.51943211E-07,0.33682,0.5,0.6
-3.51943033E-07,0.33683,0.5,0.6
-3.51942827E-07,0.33684,0.5,0.6
-3.51942624E-07,0.33685,0.5,0.6
-3.51942408E-07,0.33686,0.5,0.6
-3.51942198E-07,0.33687,0.5,0.6
-3.51941992E-07,0.33688,0.5,0.6
-3.51941843E-07,0.33689,0.5,0.6
-3.51941626E-07,0.3369,0.5,0.6
-3.51941498E-07,0.33691,0.5,0.6
-3.51941267E-07,0.33692,0.5,0.6
-3.51941072E-07,0.33693,0.5,0.6
-3.51940834E-07,0.33694,0.5,0.6
-3.51940667E-07,0.33695,0.5,0.6
-3.5194045E-07,0.33696,0.5,0.6
-3.51940244E-07,0.33697,0.5,0.6
-3.51940038E-07,0.33698,0.5,0.6
-3.51939821E-07,0.33699,0.5,0.6
-3.51939637E-07,0.337,0.5,0.6
-3.51939534E-07,0.33701,0.5,0.6
-3.5193932E-07,0.33702,0.5,0.6
-3.51939068E-07,0.33703,0.5,0.6
-3.51938873E-07,0.33704,0.5,0.6
-3.51938681E-07,0.33705,0.5,0.6
-3.51938496E-07,0.33706,0.5,0.6
-3.51938265E-07,0.33707,0.5,0.6
-3.51938034E-07,0.33708,0.5,0.6
-3.51937885E-07,0.33709,0.5,0.6
-3.51937633E-07,0.3371,0.5,0.6
-3.51937487E-07,0.33711,0.5,0.6
-3.51937299E-07,0.33712,0.5,0.6
-3.51937096E-07,0.33713,0.5,0.6
-3.51936961E-07,0.33714,0.5,0.6
-3.51936691E-07,0.33715,0.5,0.6
-3.51936432E-07,0.33716,0.5,0.6
-3.51936308E-07,0.33717,0.5,0.6
-3.51936077E-07,0.33718,0.5,0.6
-3.51935885E-07,0.33719,0.5,0.6
-3.519357E-07,0.3372,0.5,0.6
-3.51935466E-07,0.33721,0.5,0.6
-3.51935267E-07,0.33722,0.5,0.6
-3.51935107E-07,0.33723,0.5,0.6
-3.51934929E-07,0.33724,0.5,0.6
-3.51934709E-07,0.33725,0.5,0.6
-3.51934482E-07,0.33726,0.5,0.6
-3.51934325E-07,0.33727,0.5,0.6
-3.51934084E-07,0.33728,0.5,0.6
-3.51933963E-07,0.33729,0.5,0.6
-3.51933682E-07,0.3373,0.5,0.6
-3.51933448E-07,0.33731,0.5,0.6
-3.51933284E-07,0.33732,0.5,0.6
-3.51933128E-07,0.33733,0.5,0.6
-3.51932954E-07,0.33734,0.5,0.6
-3.51932748E-07,0.33735,0.5,0.6
-3.51932552E-07,0.33736,0.5,0.6
-3.519323E-07,0.33737,0.5,0.6
-3.51932119E-07,0.33738,0.5,0.6
-3.51931909E-07,0.33739,0.5,0.6
-3.51931693E-07,0.3374,0.5,0.6
-3.51931515E-07,0.33741,0.5,0.6
-3.51931309E-07,0.33742,0.5,0.6
-3.51931117E-07,0.33743,0.5,0.6
-3.51930883E-07,0.33744,0.5,0.6
-3.51930787E-07,0.33745,0.5,0.6
-3.51930545E-07,0.33746,0.5,0.6
-3.51930378E-07,0.33747,0.5,0.6
-3.51930122E-07,0.33748,0.5,0.6
-3.51929934E-07,0.33749,0.5,0.6
-3.51929707E-07,0.3375,0.5,0.6
-3.51929547E-07,0.33751,0.5,0.6
-3.51929323E-07,0.33752,0.5,0.6
-3.51929121E-07,0.33753,0.5,0.6
-3.51928911E-07,0.33754,0.5,0.6
-3.51928687E-07,0.33755,0.5,0.6
-3.5192852E-07,0.33756,0.5,0.6
-3.51928342E-07,0.33757,0.5,0.6
-3.51928179E-07,0.33758,0.5,0.6
-3.51928001E-07,0.33759,0.5,0.6
-3.51927763E-07,0.3376,0.5,0.6
-3.51927579E-07,0.33761,0.5,0.6
-3.51927312E-07,0.33762,0.5,0.6
-3.51927071E-07,0.33763,0.5,0.6
-3.51926921E-07,0.33764,0.5,0.6
-3.51926715E-07,0.33765,0.5,0.6
-3.51926527E-07,0.33766,0.5,0.6
-3.5192631E-07,0.33767,0.5,0.6
-3.51926079E-07,0.33768,0.5,0.6
-3.51925959E-07,0.33769,0.5,0.6
-3.51925735E-07,0.3377,0.5,0.6
-3.51925554E-07,0.33771,0.5,0.6
-3.51925316E-07,0.33772,0.5,0.6
-3.5192512E-07,0.33773,0.5,0.6
-3.51924914E-07,0.33774,0.5,0.6
-3.51924701E-07,0.33775,0.5,0.6
-3.51924548E-07,0.33776,0.5,0.6
-3.51924371E-07,0.33777,0.5,0.6
-3.5192409E-07,0.33778,0.5,0.6
-3.51923894E-07,0.33779,0.5,0.6
-3.51923678E-07,0.3378,0.5,0.6
-3.51923571E-07,0.33781,0.5,0.6
-3.51923351E-07,0.33782,0.5,0.6
-3.51923116E-07,0.33783,0.5,0.6
-3.51922967E-07,0.33784,0.5,0.6
-3.51922765E-07,0.33785,0.5,0.6
-3.51922566E-07,0.33786,0.5,0.6
-3.51922292E-07,0.33787,0.5,0.6
-3.51922115E-07,0.33788,0.5,0.6
-3.51921923E-07,0.33789,0.5,0.6
-3.51921731E-07,0.3379,0.5,0.6
-3.51921464E-07,0.33791,0.5,0.6
-3.51921269E-07,0.33792,0.5,0.6
-3.51921134E-07,0.33793,0.5,0.6
-3.51920924E-07,0.33794,0.5,0.6
-3.51920715E-07,0.33795,0.5,0.6
-3.51920583E-07,0.33796,0.5,0.6
-3.51920349E-07,0.33797,0.5,0.6
-3.51920111E-07,0.33798,0.5,0.6
-3.51919955E-07,0.33799,0.5,0.6
-3.51919681E-07,0.338,0.5,0.6
-3.51919553E-07,0.33801,0.5,0.6
-3.51919336E-07,0.33802,0.5,0.6
-3.51919059E-07,0.33803,0.5,0.6
-3.51918874E-07,0.33804,0.5,0.6
-3.51918704E-07,0.33805,0.5,0.6
-3.51918555E-07,0.33806,0.5,0.6
-3.51918352E-07,0.33807,0.5,0.6
-3.51918075E-07,0.33808,0.5,0.6
-3.51917922E-07,0.33809,0.5,0.6
-3.51917734E-07,0.3381,0.5,0.6
-3.51917492E-07,0.33811,0.5,0.6
-3.51917276E-07,0.33812,0.5,0.6
-3.5191707E-07,0.33813,0.5,0.6
-3.51916892E-07,0.33814,0.5,0.6
-3.51916711E-07,0.33815,0.5,0.6
-3.51916455E-07,0.33816,0.5,0.6
-3.51916299E-07,0.33817,0.5,0.6
-3.51916075E-07,0.33818,0.5,0.6
-3.51915887E-07,0.33819,0.5,0.6
-3.51915666E-07,0.3382,0.5,0.6
-3.51915499E-07,0.33821,0.5,0.6
-3.51915336E-07,0.33822,0.5,0.6
-3.51915059E-07,0.33823,0.5,0.6
-3.51914899E-07,0.33824,0.5,0.6
-3.51914636E-07,0.33825,0.5,0.6
-3.51914462E-07,0.33826,0.5,0.6
-3.51914213E-07,0.33827,0.5,0.6
-3.51914075E-07,0.33828,0.5,0.6
-3.51913837E-07,0.33829,0.5,0.6
-3.51913663E-07,0.3383,0.5,0.6
-3.5191346E-07,0.33831,0.5,0.6
-3.51913268E-07,0.33832,0.5,0.6
-3.51913126E-07,0.33833,0.5,0.6
-3.51912906E-07,0.33834,0.5,0.6
-3.51912632E-07,0.33835,0.5,0.6
-3.5191243E-07,0.33836,0.5,0.6
-3.51912245E-07,0.33837,0.5,0.6
-3.51912078E-07,0.33838,0.5,0.6
-3.51911837E-07,0.33839,0.5,0.6
-3.51911655E-07,0.3384,0.5,0.6
-3.51911432E-07,0.33841,0.5,0.6
-3.51911186E-07,0.33842,0.5,0.6
-3.51910984E-07,0.33843,0.5,0.6
-3.5191081E-07,0.33844,0.5,0.6
-3.51910625E-07,0.33845,0.5,0.6
-3.51910469E-07,0.33846,0.5,0.6
-3.51910245E-07,0.33847,0.5,0.6
-3.51910025E-07,0.33848,0.5,0.6
-3.51909865E-07,0.33849,0.5,0.6
-3.51909645E-07,0.3385,0.5,0.6
-3.51909424E-07,0.33851,0.5,0.6
-3.51909225E-07,0.33852,0.5,0.6
-3.51908962E-07,0.33853,0.5,0.6
-3.51908795E-07,0.33854,0.5,0.6
-3.51908611E-07,0.33855,0.5,0.6
-3.5190838E-07,0.33856,0.5,0.6
-3.51908167E-07,0.33857,0.5,0.6
-3.51907982E-07,0.33858,0.5,0.6
-3.51907801E-07,0.33859,0.5,0.6
-3.51907662E-07,0.3386,0.5,0.6
-3.51907413E-07,0.33861,0.5,0.6
-3.51907225E-07,0.33862,0.5,0.6
-3.51907008E-07,0.33863,0.5,0.6
-3.51906813E-07,0.33864,0.5,0.6
-3.51906536E-07,0.33865,0.5,0.6
-3.51906429E-07,0.33866,0.5,0.6
-3.51906166E-07,0.33867,0.5,0.6
-3.51905889E-07,0.33868,0.5,0.6
-3.51905786E-07,0.33869,0.5,0.6
-3.51905555E-07,0.3387,0.5,0.6
-3.51905374E-07,0.33871,0.5,0.6
-3.51905175E-07,0.33872,0.5,0.6
-3.51904912E-07,0.33873,0.5,0.6
-3.51904706E-07,0.33874,0.5,0.6
-3.51904607E-07,0.33875,0.5,0.6
-3.51904351E-07,0.33876,0.5,0.6
-3.51904195E-07,0.33877,0.5,0.6
-3.51903939E-07,0.33878,0.5,0.6
-3.51903743E-07,0.33879,0.5,0.6
-3.5190352E-07,0.3388,0.5,0.6
-3.51903346E-07,0.33881,0.5,0.6
-3.51903164E-07,0.33882,0.5,0.6
-3.51902944E-07,0.33883,0.5,0.6
-3.51902649E-07,0.33884,0.5,0.6
-3.51902475E-07,0.33885,0.5,0.6
-3.51902276E-07,0.33886,0.5,0.6
-3.51902049E-07,0.33887,0.5,0.6
-3.51901818E-07,0.33888,0.5,0.6
-3.51901658E-07,0.33889,0.5,0.6
-3.51901456E-07,0.3389,0.5,0.6
-3.51901324E-07,0.33891,0.5,0.6
-3.51901075E-07,0.33892,0.5,0.6
-3.51900887E-07,0.33893,0.5,0.6
-3.51900656E-07,0.33894,0.5,0.6
-3.51900461E-07,0.33895,0.5,0.6
-3.5190029E-07,0.33896,0.5,0.6
-3.51900042E-07,0.33897,0.5,0.6
-3.5189985E-07,0.33898,0.5,0.6
-3.51899619E-07,0.33899,0.5,0.6
-3.51899399E-07,0.339,0.5,0.6
-3.51899221E-07,0.33901,0.5,0.6
-3.51898986E-07,0.33902,0.5,0.6
-3.51898759E-07,0.33903,0.5,0.6
-3.51898631E-07,0.33904,0.5,0.6
-3.51898411E-07,0.33905,0.5,0.6
-3.51898233E-07,0.33906,0.5,0.6
-3.51898066E-07,0.33907,0.5,0.6
-3.51897814E-07,0.33908,0.5,0.6
-3.51897626E-07,0.33909,0.5,0.6
-3.51897427E-07,0.3391,0.5,0.6
-3.51897185E-07,0.33911,0.5,0.6
-3.51896954E-07,0.33912,0.5,0.6
-3.51896787E-07,0.33913,0.5,0.6
-3.51896631E-07,0.33914,0.5,0.6
-3.51896361E-07,0.33915,0.5,0.6
-3.51896151E-07,0.33916,0.5,0.6
-3.51895949E-07,0.33917,0.5,0.6
-3.51895746E-07,0.33918,0.5,0.6
-3.51895569E-07,0.33919,0.5,0.6
-3.51895295E-07,0.3392,0.5,0.6
-3.5189511E-07,0.33921,0.5,0.6
-3.51894911E-07,0.33922,0.5,0.6
-3.51894712E-07,0.33923,0.5,0.6
-3.51894535E-07,0.33924,0.5,0.6
-3.51894343E-07,0.33925,0.5,0.6
-3.5189413E-07,0.33926,0.5,0.6
-3.51893902E-07,0.33927,0.5,0.6
-3.51893721E-07,0.33928,0.5,0.6
-3.51893508E-07,0.33929,0.5,0.6
-3.51893288E-07,0.3393,0.5,0.6
-3.51893064E-07,0.33931,0.5,0.6
-3.5189283E-07,0.33932,0.5,0.6
-3.51892648E-07,0.33933,0.5,0.6
-3.51892446E-07,0.33934,0.5,0.6
-3.51892286E-07,0.33935,0.5,0.6
-3.51892051E-07,0.33936,0.5,0.6
-3.51891813E-07,0.33937,0.5,0.6
-3.51891611E-07,0.33938,0.5,0.6
-3.51891391E-07,0.33939,0.5,0.6
-3.51891188E-07,0.3394,0.5,0.6
-3.51891053E-07,0.33941,0.5,0.6
-3.51890883E-07,0.33942,0.5,0.6
-3.5189062E-07,0.33943,0.5,0.6
-3.51890431E-07,0.33944,0.5,0.6
-3.51890197E-07,0.33945,0.5,0.6
-3.51889952E-07,0.33946,0.5,0.6
-3.5188981E-07,0.33947,0.5,0.6
-3.51889529E-07,0.33948,0.5,0.6
-3.51889373E-07,0.33949,0.5,0.6
-3.51889138E-07,0.3395,0.5,0.6
-3.51888914E-07,0.33951,0.5,0.6
-3.51888744E-07,0.33952,0.5,0.6
-3.51888499E-07,0.33953,0.5,0.6
-3.51888328E-07,0.33954,0.5,0.6
-3.51888065E-07,0.33955,0.5,0.6
-3.51887881E-07,0.33956,0.5,0.6
-3.51887646E-07,0.33957,0.5,0.6
-3.51887461E-07,0.33958,0.5,0.6
-3.51887294E-07,0.33959,0.5,0.6
-3.51887202E-07,0.3396,0.5,0.6
-3.51886904E-07,0.33961,0.5,0.6
-3.51886719E-07,0.33962,0.5,0.6
-3.51886481E-07,0.33963,0.5,0.6
-3.5188631E-07,0.33964,0.5,0.6
-3.5188609E-07,0.33965,0.5,0.6
-3.51885916E-07,0.33966,0.5,0.6
-3.518856E-07,0.33967,0.5,0.6
-3.51885415E-07,0.33968,0.5,0.6
-3.51885259E-07,0.33969,0.5,0.6
-3.51885046E-07,0.3397,0.5,0.6
-3.51884776E-07,0.33971,0.5,0.6
-3.51884644E-07,0.33972,0.5,0.6
-3.51884395E-07,0.33973,0.5,0.6
-3.51884218E-07,0.33974,0.5,0.6
-3.51883934E-07,0.33975,0.5,0.6
-3.51883784E-07,0.33976,0.5,0.6
-3.518836E-07,0.33977,0.5,0.6
-3.51883319E-07,0.33978,0.5,0.6
-3.51883156E-07,0.33979,0.5,0.6
-3.51882992E-07,0.3398,0.5,0.6
-3.5188279E-07,0.33981,0.5,0.6
-3.51882576E-07,0.33982,0.5,0.6
-3.51882342E-07,0.33983,0.5,0.6
-3.51882203E-07,0.33984,0.5,0.6
-3.51881972E-07,0.33985,0.5,0.6
-3.51881734E-07,0.33986,0.5,0.6
-3.51881532E-07,0.33987,0.5,0.6
-3.51881312E-07,0.33988,0.5,0.6
-3.51881084E-07,0.33989,0.5,0.6
-3.51880839E-07,0.3399,0.5,0.6
-3.5188059E-07,0.33991,0.5,0.6
-3.51880434E-07,0.33992,0.5,0.6
-3.51880168E-07,0.33993,0.5,0.6
-3.51880001E-07,0.33994,0.5,0.6
-3.51879802E-07,0.33995,0.5,0.6
-3.51879592E-07,0.33996,0.5,0.6
-3.51879386E-07,0.33997,0.5,0.6
-3.51879184E-07,0.33998,0.5,0.6
-3.51878999E-07,0.33999,0.5,0.6
-3.51878779E-07,0.34,0.5,0.6
-3.5187859E-07,0.34001,0.5,0.6
-3.51878384E-07,0.34002,0.5,0.6
-3.5187816E-07,0.34003,0.5,0.6
-3.51877958E-07,0.34004,0.5,0.6
-3.5187772E-07,0.34005,0.5,0.6
-3.51877571E-07,0.34006,0.5,0.6
-3.51877375E-07,0.34007,0.5,0.6
-3.51877144E-07,0.34008,0.5,0.6
-3.51876956E-07,0.34009,0.5,0.6
-3.51876704E-07,0.3401,0.5,0.6
-3.51876547E-07,0.34011,0.5,0.6
-3.51876242E-07,0.34012,0.5,0.6
-3.51876075E-07,0.34013,0.5,0.6
-3.51875872E-07,0.34014,0.5,0.6
-3.5187562E-07,0.34015,0.5,0.6
-3.5187546E-07,0.34016,0.5,0.6
-3.51875286E-07,0.34017,0.5,0.6
-3.51875041E-07,0.34018,0.5,0.6
-3.51874789E-07,0.34019,0.5,0.6
-3.51874572E-07,0.3402,0.5,0.6
-3.5187438E-07,0.34021,0.5,0.6
-3.51874199E-07,0.34022,0.5,0.6
-3.51874E-07,0.34023,0.5,0.6
-3.51873815E-07,0.34024,0.5,0.6
-3.51873599E-07,0.34025,0.5,0.6
-3.51873393E-07,0.34026,0.5,0.6
-3.51873162E-07,0.34027,0.5,0.6
-3.51872956E-07,0.34028,0.5,0.6
-3.51872739E-07,0.34029,0.5,0.6
-3.51872529E-07,0.3403,0.5,0.6
-3.51872352E-07,0.34031,0.5,0.6
-3.51872185E-07,0.34032,0.5,0.6
-3.51871858E-07,0.34033,0.5,0.6
-3.51871698E-07,0.34034,0.5,0.6
-3.51871556E-07,0.34035,0.5,0.6
-3.51871286E-07,0.34036,0.5,0.6
-3.51871066E-07,0.34037,0.5,0.6
-3.51870842E-07,0.34038,0.5,0.6
-3.51870661E-07,0.34039,0.5,0.6
-3.51870401E-07,0.3404,0.5,0.6
-3.51870263E-07,0.34041,0.5,0.6
-3.51870014E-07,0.34042,0.5,0.6
-3.51869822E-07,0.34043,0.5,0.6
-3.51869591E-07,0.34044,0.5,0.6
-3.51869371E-07,0.34045,0.5,0.6
-3.51869154E-07,0.34046,0.5,0.6
-3.51868973E-07,0.34047,0.5,0.6
-3.51868731E-07,0.34048,0.5,0.6
-3.51868565E-07,0.34049,0.5,0.6
-3.51868366E-07,0.3405,0.5,0.6
-3.51868167E-07,0.34051,0.5,0.6
-3.51867968E-07,0.34052,0.5,0.6
-3.51867733E-07,0.34053,0.5,0.6
-3.51867531E-07,0.34054,0.5,0.6
-3.51867357E-07,0.34055,0.5,0.6
-3.51867069E-07,0.34056,0.5,0.6
-3.51866888E-07,0.34057,0.5,0.6
-3.5186666E-07,0.34058,0.5,0.6
-3.51866436E-07,0.34059,0.5,0.6
-3.51866259E-07,0.3406,0.5,0.6
-3.51866024E-07,0.34061,0.5,0.6
-3.51865793E-07,0.34062,0.5,0.6
-3.51865655E-07,0.34063,0.5,0.6
-3.51865424E-07,0.34064,0.5,0.6
-3.51865186E-07,0.34065,0.5,0.6
-3.51864969E-07,0.34066,0.5,0.6
-3.51864745E-07,0.34067,0.5,0.6
-3.51864511E-07,0.34068,0.5,0.6
-3.51864315E-07,0.34069,0.5,0.6
-3.51864117E-07,0.3407,0.5,0.6
-3.51863928E-07,0.34071,0.5,0.6
-3.51863704E-07,0.34072,0.5,0.6
-3.5186353E-07,0.34073,0.5,0.6
-3.51863285E-07,0.34074,0.5,0.6
-3.51863065E-07,0.34075,0.5,0.6
-3.51862862E-07,0.34076,0.5,0.6
-3.51862717E-07,0.34077,0.5,0.6
-3.51862493E-07,0.34078,0.5,0.6
-3.51862276E-07,0.34079,0.5,0.6
-3.51862074E-07,0.3408,0.5,0.6
-3.51861864E-07,0.34081,0.5,0.6
-3.51861669E-07,0.34082,0.5,0.6
-3.51861367E-07,0.34083,0.5,0.6
-3.51861239E-07,0.34084,0.5,0.6
-3.51860947E-07,0.34085,0.5,0.6
-3.51860763E-07,0.34086,0.5,0.6
-3.51860532E-07,0.34087,0.5,0.6
-3.51860372E-07,0.34088,0.5,0.6
-3.51860137E-07,0.34089,0.5,0.6
-3.51859871E-07,0.3409,0.5,0.6
-3.51859732E-07,0.34091,0.5,0.6
-3.51859473E-07,0.34092,0.5,0.6
-3.51859313E-07,0.34093,0.5,0.6
-3.51859097E-07,0.34094,0.5,0.6
-3.51858908E-07,0.34095,0.5,0.6
-3.51858667E-07,0.34096,0.5,0.6
-3.51858404E-07,0.34097,0.5,0.6
-3.5185824E-07,0.34098,0.5,0.6
-3.51858002E-07,0.34099,0.5,0.6
-3.51857782E-07,0.341,0.5,0.6
-3.5185758E-07,0.34101,0.5,0.6
-3.51857349E-07,0.34102,0.5,0.6
-3.51857132E-07,0.34103,0.5,0.6
-3.51856936E-07,0.34104,0.5,0.6
-3.51856748E-07,0.34105,0.5,0.6
-3.51856475E-07,0.34106,0.5,0.6
-3.51856301E-07,0.34107,0.5,0.6
-3.51856077E-07,0.34108,0.5,0.6
-3.51855888E-07,0.34109,0.5,0.6
-3.51855704E-07,0.3411,0.5,0.6
-3.5185548E-07,0.34111,0.5,0.6
-3.51855288E-07,0.34112,0.5,0.6
-3.51855071E-07,0.34113,0.5,0.6
-3.51854855E-07,0.34114,0.5,0.6
-3.51854663E-07,0.34115,0.5,0.6
-3.51854464E-07,0.34116,0.5,0.6
-3.51854244E-07,0.34117,0.5,0.6
-3.51853998E-07,0.34118,0.5,0.6
-3.51853817E-07,0.34119,0.5,0.6
-3.51853579E-07,0.3412,0.5,0.6
-3.51853394E-07,0.34121,0.5,0.6
-3.51853117E-07,0.34122,0.5,0.6
-3.5185294E-07,0.34123,0.5,0.6
-3.51852751E-07,0.34124,0.5,0.6
-3.51852485E-07,0.34125,0.5,0.6
-3.51852275E-07,0.34126,0.5,0.6
-3.51852108E-07,0.34127,0.5,0.6
-3.51851881E-07,0.34128,0.5,0.6
-3.51851643E-07,0.34129,0.5,0.6
-3.5185144E-07,0.3413,0.5,0.6
-3.51851263E-07,0.34131,0.5,0.6
-3.51850982E-07,0.34132,0.5,0.6
-3.51850755E-07,0.34133,0.5,0.6
-3.51850549E-07,0.34134,0.5,0.6
-3.51850343E-07,0.34135,0.5,0.6
-3.51850133E-07,0.34136,0.5,0.6
-3.51849962E-07,0.34137,0.5,0.6
-3.5184971E-07,0.34138,0.5,0.6
-3.51849515E-07,0.34139,0.5,0.6
-3.51849284E-07,0.3414,0.5,0.6
-3.51849039E-07,0.34141,0.5,0.6
