time,vout
2.335E-06,0.550147752
2.345E-06,0.550148735
2.355E-06,0.550149646
2.365E-06,0.550150489
2.375E-06,0.550151269
2.385E-06,0.550151992
2.395E-06,0.550152662
2.405E-06,0.550153281
2.415E-06,0.550153855
2.425E-06,0.550154386
2.435E-06,0.550154878
2.445E-06,0.550155334
2.455E-06,0.550155756
2.465E-06,0.550156146
2.475E-06,0.550156508
2.485E-06,0.550156842
2.495E-06,0.550157152
2.5E-06,0.550157298
