Vout,V1,V2
1.79999975,0.892,0.5
1.79999975,0.893,0.5
1.79999975,0.894,0.5
1.79999975,0.895,0.5
1.79999975,0.896,0.5
1.79999975,0.897,0.5
1.79999975,0.898,0.5
1.79999975,0.899,0.5
1.79999976,0.9,0.5
1.79999976,0.901,0.5
1.79999976,0.902,0.5
1.79999976,0.903,0.5
1.79999976,0.904,0.5
1.79999976,0.905,0.5
1.79999976,0.906,0.5
1.79999976,0.907,0.5
1.79999976,0.908,0.5
1.79999976,0.909,0.5
1.79999976,0.91,0.5
1.79999976,0.911,0.5
1.79999976,0.912,0.5
1.79999976,0.913,0.5
1.79999976,0.914,0.5
1.79999976,0.915,0.5
1.79999976,0.916,0.5
1.79999976,0.917,0.5
1.79999977,0.918,0.5
1.79999977,0.919,0.5
1.79999976,0.92,0.5
1.79999977,0.921,0.5
1.79999977,0.922,0.5
1.79999977,0.923,0.5
1.79999977,0.924,0.5
1.79999977,0.925,0.5
1.79999977,0.926,0.5
1.79999977,0.927,0.5
1.79999977,0.928,0.5
1.79999977,0.929,0.5
1.79999977,0.93,0.5
1.79999977,0.931,0.5
1.79999977,0.932,0.5
1.79999977,0.933,0.5
1.79999977,0.934,0.5
1.79999977,0.935,0.5
1.79999977,0.936,0.5
1.79999977,0.937,0.5
1.79999977,0.938,0.5
1.79999977,0.939,0.5
1.79999977,0.94,0.5
1.79999977,0.941,0.5
1.79999977,0.942,0.5
1.79999978,0.943,0.5
1.79999978,0.944,0.5
1.79999978,0.945,0.5
1.79999978,0.946,0.5
1.79999978,0.947,0.5
1.79999978,0.948,0.5
1.79999978,0.949,0.5
1.79999978,0.95,0.5
1.79999978,0.951,0.5
1.79999978,0.952,0.5
1.79999978,0.953,0.5
1.79999978,0.954,0.5
1.79999978,0.955,0.5
1.79999978,0.956,0.5
1.79999978,0.957,0.5
1.79999978,0.958,0.5
1.79999978,0.959,0.5
1.79999978,0.96,0.5
1.79999978,0.961,0.5
1.79999978,0.962,0.5
1.79999978,0.963,0.5
1.79999978,0.964,0.5
1.79999978,0.965,0.5
1.79999978,0.966,0.5
1.79999978,0.967,0.5
1.79999978,0.968,0.5
1.79999978,0.969,0.5
1.79999978,0.97,0.5
1.79999978,0.971,0.5
1.79999979,0.972,0.5
1.79999979,0.973,0.5
1.79999978,0.974,0.5
1.79999979,0.975,0.5
1.79999979,0.976,0.5
1.79999979,0.977,0.5
1.79999979,0.978,0.5
1.79999979,0.979,0.5
1.79999979,0.98,0.5
1.79999979,0.981,0.5
1.79999979,0.982,0.5
1.79999979,0.983,0.5
1.79999979,0.984,0.5
1.79999979,0.985,0.5
1.79999979,0.986,0.5
1.79999979,0.987,0.5
1.79999979,0.988,0.5
1.79999979,0.989,0.5
1.79999979,0.99,0.5
1.79999979,0.991,0.5
1.79999979,0.992,0.5
1.79999979,0.993,0.5
1.79999979,0.994,0.5
1.79999979,0.995,0.5
1.79999979,0.996,0.5
1.79999979,0.997,0.5
1.79999979,0.998,0.5
1.79999979,0.999,0.5
1.79999979,1,0.5
1.79999979,1.001,0.5
1.79999979,1.002,0.5
1.79999979,1.003,0.5
1.79999979,1.004,0.5
1.79999979,1.005,0.5
1.79999979,1.006,0.5
1.79999979,1.007,0.5
1.79999979,1.008,0.5
1.79999979,1.009,0.5
1.79999979,1.01,0.5
1.79999979,1.011,0.5
1.79999979,1.012,0.5
1.79999979,1.013,0.5
1.79999979,1.014,0.5
1.7999998,1.015,0.5
1.79999979,1.016,0.5
1.79999979,1.017,0.5
1.79999979,1.018,0.5
1.79999979,1.019,0.5
1.7999998,1.02,0.5
1.7999998,1.021,0.5
1.7999998,1.022,0.5
1.79999979,1.023,0.5
1.79999979,1.024,0.5
1.79999979,1.025,0.5
1.79999979,1.026,0.5
1.7999998,1.027,0.5
1.79999979,1.028,0.5
1.7999998,1.029,0.5
1.7999998,1.03,0.5
1.7999998,1.031,0.5
1.7999998,1.032,0.5
1.7999998,1.033,0.5
1.7999998,1.034,0.5
1.7999998,1.035,0.5
1.7999998,1.036,0.5
1.7999998,1.037,0.5
1.7999998,1.038,0.5
1.7999998,1.039,0.5
1.7999998,1.04,0.5
1.7999998,1.041,0.5
1.7999998,1.042,0.5
1.7999998,1.043,0.5
1.7999998,1.044,0.5
1.7999998,1.045,0.5
1.7999998,1.046,0.5
1.7999998,1.047,0.5
1.7999998,1.048,0.5
1.7999998,1.049,0.5
1.7999998,1.05,0.5
1.7999998,1.051,0.5
1.7999998,1.052,0.5
1.7999998,1.053,0.5
1.7999998,1.054,0.5
1.7999998,1.055,0.5
1.7999998,1.056,0.5
1.7999998,1.057,0.5
1.7999998,1.058,0.5
1.7999998,1.059,0.5
1.7999998,1.06,0.5
1.7999998,1.061,0.5
1.7999998,1.062,0.5
1.7999998,1.063,0.5
1.7999998,1.064,0.5
1.7999998,1.065,0.5
1.7999998,1.066,0.5
1.7999998,1.067,0.5
1.7999998,1.068,0.5
1.7999998,1.069,0.5
1.7999998,1.07,0.5
1.7999998,1.071,0.5
1.7999998,1.072,0.5
1.7999998,1.073,0.5
1.7999998,1.074,0.5
1.7999998,1.075,0.5
1.7999998,1.076,0.5
1.7999998,1.077,0.5
1.7999998,1.078,0.5
1.7999998,1.079,0.5
1.7999998,1.08,0.5
1.7999998,1.081,0.5
1.7999998,1.082,0.5
1.7999998,1.083,0.5
1.7999998,1.084,0.5
1.7999998,1.085,0.5
1.7999998,1.086,0.5
1.7999998,1.087,0.5
1.7999998,1.088,0.5
1.7999998,1.089,0.5
1.7999998,1.09,0.5
1.7999998,1.091,0.5
1.7999998,1.092,0.5
1.7999998,1.093,0.5
1.7999998,1.094,0.5
1.7999998,1.095,0.5
1.7999998,1.096,0.5
1.7999998,1.097,0.5
1.7999998,1.098,0.5
1.7999998,1.099,0.5
1.7999998,1.1,0.5
1.7999998,1.101,0.5
1.7999998,1.102,0.5
1.7999998,1.103,0.5
1.7999998,1.104,0.5
1.7999998,1.105,0.5
1.7999998,1.106,0.5
1.7999998,1.107,0.5
1.7999998,1.108,0.5
1.7999998,1.109,0.5
1.7999998,1.11,0.5
1.7999998,1.111,0.5
1.7999998,1.112,0.5
1.7999998,1.113,0.5
1.7999998,1.114,0.5
1.7999998,1.115,0.5
1.7999998,1.116,0.5
1.7999998,1.117,0.5
1.7999998,1.118,0.5
1.7999998,1.119,0.5
1.7999998,1.12,0.5
1.7999998,1.121,0.5
1.7999998,1.122,0.5
1.7999998,1.123,0.5
1.7999998,1.124,0.5
1.7999998,1.125,0.5
1.7999998,1.126,0.5
1.7999998,1.127,0.5
1.7999998,1.128,0.5
1.7999998,1.129,0.5
1.7999998,1.13,0.5
1.7999998,1.131,0.5
1.7999998,1.132,0.5
1.7999998,1.133,0.5
1.7999998,1.134,0.5
1.7999998,1.135,0.5
1.7999998,1.136,0.5
1.7999998,1.137,0.5
1.7999998,1.138,0.5
1.7999998,1.139,0.5
1.7999998,1.14,0.5
1.7999998,1.141,0.5
1.7999998,1.142,0.5
1.7999998,1.143,0.5
1.7999998,1.144,0.5
1.7999998,1.145,0.5
1.7999998,1.146,0.5
1.7999998,1.147,0.5
1.7999998,1.148,0.5
1.7999998,1.149,0.5
1.7999998,1.15,0.5
1.7999998,1.151,0.5
1.7999998,1.152,0.5
1.7999998,1.153,0.5
1.7999998,1.154,0.5
1.7999998,1.155,0.5
1.7999998,1.156,0.5
1.7999998,1.157,0.5
1.7999998,1.158,0.5
1.7999998,1.159,0.5
1.7999998,1.16,0.5
1.7999998,1.161,0.5
1.7999998,1.162,0.5
1.7999998,1.163,0.5
1.7999998,1.164,0.5
1.7999998,1.165,0.5
1.7999998,1.166,0.5
1.7999998,1.167,0.5
1.7999998,1.168,0.5
1.7999998,1.169,0.5
1.7999998,1.17,0.5
1.7999998,1.171,0.5
1.7999998,1.172,0.5
1.7999998,1.173,0.5
1.7999998,1.174,0.5
1.7999998,1.175,0.5
1.7999998,1.176,0.5
1.7999998,1.177,0.5
1.7999998,1.178,0.5
1.7999998,1.179,0.5
1.7999998,1.18,0.5
1.7999998,1.181,0.5
1.7999998,1.182,0.5
1.7999998,1.183,0.5
1.7999998,1.184,0.5
1.7999998,1.185,0.5
1.7999998,1.186,0.5
1.7999998,1.187,0.5
1.7999998,1.188,0.5
1.7999998,1.189,0.5
1.7999998,1.19,0.5
1.7999998,1.191,0.5
1.7999998,1.192,0.5
1.7999998,1.193,0.5
1.7999998,1.194,0.5
1.7999998,1.195,0.5
1.7999998,1.196,0.5
1.7999998,1.197,0.5
1.7999998,1.198,0.5
1.7999998,1.199,0.5
1.7999998,1.2,0.5
1.7999998,1.201,0.5
1.7999998,1.202,0.5
1.7999998,1.203,0.5
1.7999998,1.204,0.5
1.7999998,1.205,0.5
1.7999998,1.206,0.5
1.7999998,1.207,0.5
1.7999998,1.208,0.5
1.7999998,1.209,0.5
1.7999998,1.21,0.5
1.7999998,1.211,0.5
1.7999998,1.212,0.5
1.7999998,1.213,0.5
1.7999998,1.214,0.5
1.7999998,1.215,0.5
1.7999998,1.216,0.5
1.7999998,1.217,0.5
1.7999998,1.218,0.5
1.7999998,1.219,0.5
1.7999998,1.22,0.5
1.7999998,1.221,0.5
1.7999998,1.222,0.5
1.7999998,1.223,0.5
1.7999998,1.224,0.5
1.7999998,1.225,0.5
1.7999998,1.226,0.5
1.7999998,1.227,0.5
1.7999998,1.228,0.5
1.7999998,1.229,0.5
1.7999998,1.23,0.5
1.7999998,1.231,0.5
1.7999998,1.232,0.5
1.7999998,1.233,0.5
1.7999998,1.234,0.5
1.7999998,1.235,0.5
1.7999998,1.236,0.5
1.7999998,1.237,0.5
1.7999998,1.238,0.5
1.7999998,1.239,0.5
1.7999998,1.24,0.5
1.7999998,1.241,0.5
1.7999998,1.242,0.5
1.7999998,1.243,0.5
1.7999998,1.244,0.5
1.7999998,1.245,0.5
1.7999998,1.246,0.5
1.7999998,1.247,0.5
1.7999998,1.248,0.5
1.7999998,1.249,0.5
1.7999998,1.25,0.5
1.7999998,1.251,0.5
1.7999998,1.252,0.5
1.7999998,1.253,0.5
1.7999998,1.254,0.5
1.7999998,1.255,0.5
1.7999998,1.256,0.5
1.7999998,1.257,0.5
1.7999998,1.258,0.5
1.7999998,1.259,0.5
1.7999998,1.26,0.5
1.7999998,1.261,0.5
1.7999998,1.262,0.5
1.7999998,1.263,0.5
1.7999998,1.264,0.5
1.7999998,1.265,0.5
1.7999998,1.266,0.5
1.7999998,1.267,0.5
1.7999998,1.268,0.5
1.7999998,1.269,0.5
1.7999998,1.27,0.5
1.7999998,1.271,0.5
1.7999998,1.272,0.5
1.7999998,1.273,0.5
1.7999998,1.274,0.5
1.7999998,1.275,0.5
1.7999998,1.276,0.5
1.7999998,1.277,0.5
1.7999998,1.278,0.5
1.7999998,1.279,0.5
1.7999998,1.28,0.5
1.7999998,1.281,0.5
1.7999998,1.282,0.5
1.7999998,1.283,0.5
1.7999998,1.284,0.5
1.7999998,1.285,0.5
1.7999998,1.286,0.5
1.7999998,1.287,0.5
1.7999998,1.288,0.5
1.7999998,1.289,0.5
1.7999998,1.29,0.5
1.7999998,1.291,0.5
1.7999998,1.292,0.5
1.7999998,1.293,0.5
1.7999998,1.294,0.5
1.7999998,1.295,0.5
1.7999998,1.296,0.5
1.7999998,1.297,0.5
1.7999998,1.298,0.5
1.7999998,1.299,0.5
1.7999998,1.3,0.5
1.7999998,1.301,0.5
1.7999998,1.302,0.5
1.7999998,1.303,0.5
1.7999998,1.304,0.5
1.7999998,1.305,0.5
1.7999998,1.306,0.5
1.7999998,1.307,0.5
1.7999998,1.308,0.5
1.7999998,1.309,0.5
1.7999998,1.31,0.5
1.7999998,1.311,0.5
1.7999998,1.312,0.5
1.7999998,1.313,0.5
1.7999998,1.314,0.5
1.7999998,1.315,0.5
1.7999998,1.316,0.5
1.7999998,1.317,0.5
1.7999998,1.318,0.5
1.7999998,1.319,0.5
1.7999998,1.32,0.5
1.7999998,1.321,0.5
1.7999998,1.322,0.5
1.7999998,1.323,0.5
1.7999998,1.324,0.5
1.7999998,1.325,0.5
1.7999998,1.326,0.5
1.7999998,1.327,0.5
1.7999998,1.328,0.5
1.7999998,1.329,0.5
1.7999998,1.33,0.5
1.7999998,1.331,0.5
1.7999998,1.332,0.5
1.7999998,1.333,0.5
1.7999998,1.334,0.5
1.7999998,1.335,0.5
1.7999998,1.336,0.5
1.7999998,1.337,0.5
1.7999998,1.338,0.5
1.7999998,1.339,0.5
1.7999998,1.34,0.5
1.7999998,1.341,0.5
1.7999998,1.342,0.5
1.7999998,1.343,0.5
1.7999998,1.344,0.5
1.7999998,1.345,0.5
1.7999998,1.346,0.5
1.7999998,1.347,0.5
1.7999998,1.348,0.5
1.7999998,1.349,0.5
1.7999998,1.35,0.5
1.7999998,1.351,0.5
1.7999998,1.352,0.5
1.7999998,1.353,0.5
1.7999998,1.354,0.5
1.7999998,1.355,0.5
1.7999998,1.356,0.5
1.7999998,1.357,0.5
1.7999998,1.358,0.5
1.7999998,1.359,0.5
1.7999998,1.36,0.5
1.7999998,1.361,0.5
1.7999998,1.362,0.5
1.7999998,1.363,0.5
1.7999998,1.364,0.5
1.7999998,1.365,0.5
1.7999998,1.366,0.5
1.7999998,1.367,0.5
1.7999998,1.368,0.5
1.7999998,1.369,0.5
1.7999998,1.37,0.5
1.7999998,1.371,0.5
1.7999998,1.372,0.5
1.7999998,1.373,0.5
1.7999998,1.374,0.5
1.7999998,1.375,0.5
1.7999998,1.376,0.5
1.7999998,1.377,0.5
1.7999998,1.378,0.5
1.7999998,1.379,0.5
1.7999998,1.38,0.5
1.7999998,1.381,0.5
1.7999998,1.382,0.5
1.7999998,1.383,0.5
1.7999998,1.384,0.5
1.7999998,1.385,0.5
1.7999998,1.386,0.5
1.7999998,1.387,0.5
1.7999998,1.388,0.5
1.7999998,1.389,0.5
1.7999998,1.39,0.5
1.7999998,1.391,0.5
1.7999998,1.392,0.5
1.7999998,1.393,0.5
1.7999998,1.394,0.5
1.7999998,1.395,0.5
1.7999998,1.396,0.5
1.7999998,1.397,0.5
1.7999998,1.398,0.5
1.7999998,1.399,0.5
1.7999998,1.4,0.5
1.7999998,1.401,0.5
1.7999998,1.402,0.5
1.7999998,1.403,0.5
1.7999998,1.404,0.5
1.7999998,1.405,0.5
1.7999998,1.406,0.5
1.7999998,1.407,0.5
1.7999998,1.408,0.5
1.7999998,1.409,0.5
1.7999998,1.41,0.5
1.7999998,1.411,0.5
1.7999998,1.412,0.5
1.7999998,1.413,0.5
1.7999998,1.414,0.5
1.7999998,1.415,0.5
1.7999998,1.416,0.5
1.7999998,1.417,0.5
1.7999998,1.418,0.5
1.7999998,1.419,0.5
1.7999998,1.42,0.5
1.7999998,1.421,0.5
1.7999998,1.422,0.5
1.7999998,1.423,0.5
1.7999998,1.424,0.5
1.7999998,1.425,0.5
1.7999998,1.426,0.5
1.7999998,1.427,0.5
1.7999998,1.428,0.5
1.7999998,1.429,0.5
1.7999998,1.43,0.5
1.7999998,1.431,0.5
1.7999998,1.432,0.5
1.7999998,1.433,0.5
1.7999998,1.434,0.5
1.7999998,1.435,0.5
1.7999998,1.436,0.5
1.7999998,1.437,0.5
1.7999998,1.438,0.5
1.7999998,1.439,0.5
1.7999998,1.44,0.5
1.7999998,1.441,0.5
1.7999998,1.442,0.5
1.7999998,1.443,0.5
1.7999998,1.444,0.5
1.7999998,1.445,0.5
1.7999998,1.446,0.5
1.7999998,1.447,0.5
1.7999998,1.448,0.5
1.7999998,1.449,0.5
1.7999998,1.45,0.5
1.7999998,1.451,0.5
1.7999998,1.452,0.5
1.7999998,1.453,0.5
1.7999998,1.454,0.5
1.7999998,1.455,0.5
1.7999998,1.456,0.5
1.7999998,1.457,0.5
1.7999998,1.458,0.5
1.7999998,1.459,0.5
1.7999998,1.46,0.5
1.7999998,1.461,0.5
1.7999998,1.462,0.5
1.7999998,1.463,0.5
1.7999998,1.464,0.5
1.7999998,1.465,0.5
1.7999998,1.466,0.5
1.7999998,1.467,0.5
1.7999998,1.468,0.5
1.7999998,1.469,0.5
1.7999998,1.47,0.5
1.7999998,1.471,0.5
1.7999998,1.472,0.5
1.7999998,1.473,0.5
1.7999998,1.474,0.5
1.7999998,1.475,0.5
1.7999998,1.476,0.5
1.7999998,1.477,0.5
1.7999998,1.478,0.5
1.7999998,1.479,0.5
1.7999998,1.48,0.5
1.7999998,1.481,0.5
1.7999998,1.482,0.5
1.7999998,1.483,0.5
1.7999998,1.484,0.5
1.7999998,1.485,0.5
1.7999998,1.486,0.5
1.7999998,1.487,0.5
1.7999998,1.488,0.5
1.7999998,1.489,0.5
1.7999998,1.49,0.5
1.7999998,1.491,0.5
1.7999998,1.492,0.5
1.7999998,1.493,0.5
1.7999998,1.494,0.5
1.7999998,1.495,0.5
1.7999998,1.496,0.5
1.7999998,1.497,0.5
1.7999998,1.498,0.5
1.7999998,1.499,0.5
1.7999998,1.5,0.5
1.7999998,1.501,0.5
1.7999998,1.502,0.5
1.7999998,1.503,0.5
1.7999998,1.504,0.5
1.7999998,1.505,0.5
1.7999998,1.506,0.5
1.7999998,1.507,0.5
1.7999998,1.508,0.5
1.7999998,1.509,0.5
1.7999998,1.51,0.5
1.7999998,1.511,0.5
1.7999998,1.512,0.5
1.7999998,1.513,0.5
1.7999998,1.514,0.5
1.7999998,1.515,0.5
1.7999998,1.516,0.5
1.7999998,1.517,0.5
1.7999998,1.518,0.5
1.7999998,1.519,0.5
1.7999998,1.52,0.5
1.7999998,1.521,0.5
1.7999998,1.522,0.5
1.7999998,1.523,0.5
1.7999998,1.524,0.5
1.7999998,1.525,0.5
1.7999998,1.526,0.5
1.7999998,1.527,0.5
1.7999998,1.528,0.5
1.7999998,1.529,0.5
1.7999998,1.53,0.5
1.7999998,1.531,0.5
1.7999998,1.532,0.5
1.7999998,1.533,0.5
1.7999998,1.534,0.5
1.7999998,1.535,0.5
1.7999998,1.536,0.5
1.7999998,1.537,0.5
1.7999998,1.538,0.5
1.7999998,1.539,0.5
1.7999998,1.54,0.5
1.7999998,1.541,0.5
1.7999998,1.542,0.5
1.7999998,1.543,0.5
1.7999998,1.544,0.5
1.7999998,1.545,0.5
1.7999998,1.546,0.5
1.7999998,1.547,0.5
1.7999998,1.548,0.5
1.7999998,1.549,0.5
1.7999998,1.55,0.5
1.7999998,1.551,0.5
1.7999998,1.552,0.5
1.7999998,1.553,0.5
1.7999998,1.554,0.5
1.7999998,1.555,0.5
1.7999998,1.556,0.5
1.7999998,1.557,0.5
1.7999998,1.558,0.5
1.7999998,1.559,0.5
1.7999998,1.56,0.5
1.7999998,1.561,0.5
1.7999998,1.562,0.5
1.7999998,1.563,0.5
1.7999998,1.564,0.5
1.7999998,1.565,0.5
1.7999998,1.566,0.5
1.7999998,1.567,0.5
1.7999998,1.568,0.5
1.7999998,1.569,0.5
1.7999998,1.57,0.5
1.7999998,1.571,0.5
1.7999998,1.572,0.5
1.7999998,1.573,0.5
1.7999998,1.574,0.5
1.7999998,1.575,0.5
1.7999998,1.576,0.5
1.7999998,1.577,0.5
1.7999998,1.578,0.5
1.7999998,1.579,0.5
1.7999998,1.58,0.5
1.7999998,1.581,0.5
1.7999998,1.582,0.5
1.7999998,1.583,0.5
1.7999998,1.584,0.5
1.7999998,1.585,0.5
1.7999998,1.586,0.5
1.7999998,1.587,0.5
1.7999998,1.588,0.5
1.7999998,1.589,0.5
1.7999998,1.59,0.5
1.7999998,1.591,0.5
1.7999998,1.592,0.5
1.7999998,1.593,0.5
1.7999998,1.594,0.5
1.7999998,1.595,0.5
1.7999998,1.596,0.5
1.7999998,1.597,0.5
1.7999998,1.598,0.5
1.7999998,1.599,0.5
1.7999998,1.6,0.5
1.7999998,1.601,0.5
1.7999998,1.602,0.5
1.7999998,1.603,0.5
1.7999998,1.604,0.5
1.7999998,1.605,0.5
1.7999998,1.606,0.5
1.7999998,1.607,0.5
1.7999998,1.608,0.5
1.7999998,1.609,0.5
1.7999998,1.61,0.5
1.7999998,1.611,0.5
1.7999998,1.612,0.5
1.7999998,1.613,0.5
1.7999998,1.614,0.5
1.7999998,1.615,0.5
1.7999998,1.616,0.5
1.7999998,1.617,0.5
1.7999998,1.618,0.5
1.7999998,1.619,0.5
1.7999998,1.62,0.5
1.7999998,1.621,0.5
1.7999998,1.622,0.5
1.7999998,1.623,0.5
1.7999998,1.624,0.5
1.7999998,1.625,0.5
1.7999998,1.626,0.5
1.7999998,1.627,0.5
1.7999998,1.628,0.5
1.7999998,1.629,0.5
1.7999998,1.63,0.5
1.7999998,1.631,0.5
1.7999998,1.632,0.5
1.7999998,1.633,0.5
1.7999998,1.634,0.5
1.7999998,1.635,0.5
1.7999998,1.636,0.5
1.7999998,1.637,0.5
1.7999998,1.638,0.5
1.7999998,1.639,0.5
1.7999998,1.64,0.5
1.7999998,1.641,0.5
1.7999998,1.642,0.5
1.7999998,1.643,0.5
1.7999998,1.644,0.5
1.7999998,1.645,0.5
1.7999998,1.646,0.5
1.7999998,1.647,0.5
1.7999998,1.648,0.5
1.7999998,1.649,0.5
1.7999998,1.65,0.5
1.7999998,1.651,0.5
1.7999998,1.652,0.5
1.7999998,1.653,0.5
1.7999998,1.654,0.5
1.7999998,1.655,0.5
1.7999998,1.656,0.5
1.7999998,1.657,0.5
1.7999998,1.658,0.5
1.7999998,1.659,0.5
1.7999998,1.66,0.5
1.7999998,1.661,0.5
1.7999998,1.662,0.5
1.7999998,1.663,0.5
1.7999998,1.664,0.5
1.7999998,1.665,0.5
1.7999998,1.666,0.5
1.7999998,1.667,0.5
1.7999998,1.668,0.5
1.7999998,1.669,0.5
1.7999998,1.67,0.5
1.7999998,1.671,0.5
1.7999998,1.672,0.5
1.7999998,1.673,0.5
1.7999998,1.674,0.5
1.7999998,1.675,0.5
1.7999998,1.676,0.5
1.7999998,1.677,0.5
1.7999998,1.678,0.5
1.7999998,1.679,0.5
1.7999998,1.68,0.5
1.7999998,1.681,0.5
1.7999998,1.682,0.5
1.7999998,1.683,0.5
1.7999998,1.684,0.5
1.7999998,1.685,0.5
1.7999998,1.686,0.5
1.7999998,1.687,0.5
1.7999998,1.688,0.5
1.7999998,1.689,0.5
1.7999998,1.69,0.5
1.7999998,1.691,0.5
1.7999998,1.692,0.5
1.7999998,1.693,0.5
1.7999998,1.694,0.5
1.7999998,1.695,0.5
1.7999998,1.696,0.5
1.7999998,1.697,0.5
1.7999998,1.698,0.5
1.7999998,1.699,0.5
1.7999998,1.7,0.5
1.7999998,1.701,0.5
1.7999998,1.702,0.5
1.7999998,1.703,0.5
1.7999998,1.704,0.5
1.7999998,1.705,0.5
1.7999998,1.706,0.5
1.7999998,1.707,0.5
1.7999998,1.708,0.5
1.7999998,1.709,0.5
1.7999998,1.71,0.5
1.7999998,1.711,0.5
1.7999998,1.712,0.5
1.7999998,1.713,0.5
1.7999998,1.714,0.5
1.7999998,1.715,0.5
1.7999998,1.716,0.5
1.7999998,1.717,0.5
1.7999998,1.718,0.5
1.7999998,1.719,0.5
1.7999998,1.72,0.5
1.7999998,1.721,0.5
1.7999998,1.722,0.5
1.7999998,1.723,0.5
1.7999998,1.724,0.5
1.7999998,1.725,0.5
1.7999998,1.726,0.5
1.7999998,1.727,0.5
1.7999998,1.728,0.5
1.7999998,1.729,0.5
1.7999998,1.73,0.5
1.7999998,1.731,0.5
1.7999998,1.732,0.5
1.7999998,1.733,0.5
1.7999998,1.734,0.5
1.7999998,1.735,0.5
1.7999998,1.736,0.5
1.7999998,1.737,0.5
1.7999998,1.738,0.5
1.7999998,1.739,0.5
1.7999998,1.74,0.5
1.7999998,1.741,0.5
1.7999998,1.742,0.5
1.7999998,1.743,0.5
1.7999998,1.744,0.5
1.7999998,1.745,0.5
1.7999998,1.746,0.5
1.7999998,1.747,0.5
1.7999998,1.748,0.5
1.7999998,1.749,0.5
1.7999998,1.75,0.5
1.7999998,1.751,0.5
1.7999998,1.752,0.5
1.7999998,1.753,0.5
1.7999998,1.754,0.5
1.7999998,1.755,0.5
1.7999998,1.756,0.5
1.7999998,1.757,0.5
1.7999998,1.758,0.5
1.7999998,1.759,0.5
1.7999998,1.76,0.5
1.7999998,1.761,0.5
1.7999998,1.762,0.5
1.7999998,1.763,0.5
1.7999998,1.764,0.5
1.7999998,1.765,0.5
1.7999998,1.766,0.5
1.7999998,1.767,0.5
1.7999998,1.768,0.5
1.7999998,1.769,0.5
1.7999998,1.77,0.5
1.7999998,1.771,0.5
1.7999998,1.772,0.5
1.7999998,1.773,0.5
1.7999998,1.774,0.5
1.7999998,1.775,0.5
1.7999998,1.776,0.5
1.7999998,1.777,0.5
1.7999998,1.778,0.5
1.7999998,1.779,0.5
1.7999998,1.78,0.5
1.7999998,1.781,0.5
1.7999998,1.782,0.5
1.7999998,1.783,0.5
1.7999998,1.784,0.5
1.7999998,1.785,0.5
1.7999998,1.786,0.5
1.7999998,1.787,0.5
1.7999998,1.788,0.5
1.7999998,1.789,0.5
1.7999998,1.79,0.5
1.7999998,1.791,0.5
1.7999998,1.792,0.5
1.7999998,1.793,0.5
1.7999998,1.794,0.5
1.7999998,1.795,0.5
1.7999998,1.796,0.5
1.7999998,1.797,0.5
1.7999998,1.798,0.5
1.7999998,1.799,0.5
1.7999998,1.8,0.5
0.0170739307,0,0.7
0.0170739512,0.001,0.7
0.017073969,0.002,0.7
0.0170739902,0.003,0.7
0.0170740121,0.004,0.7
0.0170740377,0.005,0.7
0.0170740582,0.006,0.7
0.0170740773,0.007,0.7
0.0170741048,0.008,0.7
0.0170741233,0.009,0.7
0.0170741433,0.01,0.7
0.0170741701,0.011,0.7
0.0170741903,0.012,0.7
0.0170742131,0.013,0.7
0.0170742383,0.014,0.7
0.01707426,0.015,0.7
0.0170742803,0.016,0.7
0.0170743069,0.017,0.7
0.0170743269,0.018,0.7
0.0170743489,0.019,0.7
0.0170743683,0.02,0.7
0.0170743963,0.021,0.7
0.0170744189,0.022,0.7
0.0170744386,0.023,0.7
0.0170744671,0.024,0.7
0.017074487,0.025,0.7
0.0170745095,0.026,0.7
0.0170745348,0.027,0.7
0.0170745599,0.028,0.7
0.0170745819,0.029,0.7
0.017074608,0.03,0.7
0.0170746322,0.031,0.7
0.0170746563,0.032,0.7
0.0170746783,0.033,0.7
0.0170747026,0.034,0.7
0.0170747295,0.035,0.7
0.0170747488,0.036,0.7
0.0170747782,0.037,0.7
0.017074801,0.038,0.7
0.0170748237,0.039,0.7
0.0170748492,0.04,0.7
0.0170748752,0.041,0.7
0.0170748986,0.042,0.7
0.0170749269,0.043,0.7
0.0170749465,0.044,0.7
0.017074973,0.045,0.7
0.0170750035,0.046,0.7
0.017075025,0.047,0.7
0.017075052,0.048,0.7
0.0170750814,0.049,0.7
0.0170751066,0.05,0.7
0.0170751299,0.051,0.7
0.0170751555,0.052,0.7
0.0170751836,0.053,0.7
0.0170752051,0.054,0.7
0.0170752342,0.055,0.7
0.0170752624,0.056,0.7
0.0170752896,0.057,0.7
0.0170753142,0.058,0.7
0.0170753412,0.059,0.7
0.0170753645,0.06,0.7
0.0170753961,0.061,0.7
0.0170754231,0.062,0.7
0.0170754478,0.063,0.7
0.0170754784,0.064,0.7
0.0170755015,0.065,0.7
0.0170755307,0.066,0.7
0.0170755568,0.067,0.7
0.0170755845,0.068,0.7
0.0170756117,0.069,0.7
0.0170756427,0.07,0.7
0.0170756695,0.071,0.7
0.0170756983,0.072,0.7
0.0170757258,0.073,0.7
0.017075754,0.074,0.7
0.0170757841,0.075,0.7
0.0170758121,0.076,0.7
0.0170758418,0.077,0.7
0.0170758687,0.078,0.7
0.0170758983,0.079,0.7
0.0170759288,0.08,0.7
0.0170759572,0.081,0.7
0.017075986,0.082,0.7
0.0170760197,0.083,0.7
0.0170760456,0.084,0.7
