Vout,V1,V2
1.7999996,0.375,0.3
1.7999996,0.376,0.3
1.7999996,0.377,0.3
1.7999996,0.378,0.3
1.7999996,0.379,0.3
1.7999996,0.38,0.3
1.7999996,0.381,0.3
1.7999996,0.382,0.3
1.79999961,0.383,0.3
1.7999996,0.384,0.3
1.7999996,0.385,0.3
1.7999996,0.386,0.3
1.7999996,0.387,0.3
1.7999996,0.388,0.3
1.7999996,0.389,0.3
1.79999961,0.39,0.3
1.79999961,0.391,0.3
1.79999961,0.392,0.3
1.79999961,0.393,0.3
1.79999961,0.394,0.3
1.79999961,0.395,0.3
1.79999961,0.396,0.3
1.79999961,0.397,0.3
1.79999961,0.398,0.3
1.79999961,0.399,0.3
1.79999961,0.4,0.3
1.79999961,0.401,0.3
1.79999961,0.402,0.3
1.79999961,0.403,0.3
1.79999961,0.404,0.3
1.79999961,0.405,0.3
1.79999961,0.406,0.3
1.79999961,0.407,0.3
1.79999961,0.408,0.3
1.79999961,0.409,0.3
1.79999961,0.41,0.3
1.79999961,0.411,0.3
1.79999961,0.412,0.3
1.79999961,0.413,0.3
1.79999962,0.414,0.3
1.79999961,0.415,0.3
1.79999961,0.416,0.3
1.79999961,0.417,0.3
1.79999961,0.418,0.3
1.79999962,0.419,0.3
1.79999961,0.42,0.3
1.79999962,0.421,0.3
1.79999962,0.422,0.3
1.79999962,0.423,0.3
1.79999962,0.424,0.3
1.79999962,0.425,0.3
1.79999962,0.426,0.3
1.79999962,0.427,0.3
1.79999962,0.428,0.3
1.79999962,0.429,0.3
1.79999962,0.43,0.3
1.79999962,0.431,0.3
1.79999962,0.432,0.3
1.79999962,0.433,0.3
1.79999962,0.434,0.3
1.79999962,0.435,0.3
1.79999962,0.436,0.3
1.79999962,0.437,0.3
1.79999962,0.438,0.3
1.79999962,0.439,0.3
1.79999962,0.44,0.3
1.79999962,0.441,0.3
1.79999962,0.442,0.3
1.79999962,0.443,0.3
1.79999962,0.444,0.3
1.79999962,0.445,0.3
1.79999962,0.446,0.3
1.79999963,0.447,0.3
1.79999962,0.448,0.3
1.79999962,0.449,0.3
1.79999963,0.45,0.3
1.79999963,0.451,0.3
1.79999963,0.452,0.3
1.79999963,0.453,0.3
1.79999963,0.454,0.3
1.79999963,0.455,0.3
1.79999963,0.456,0.3
1.79999963,0.457,0.3
1.79999963,0.458,0.3
1.79999963,0.459,0.3
1.79999963,0.46,0.3
1.79999963,0.461,0.3
1.79999963,0.462,0.3
1.79999963,0.463,0.3
1.79999963,0.464,0.3
1.79999963,0.465,0.3
1.79999963,0.466,0.3
1.79999963,0.467,0.3
1.79999963,0.468,0.3
1.79999963,0.469,0.3
1.79999963,0.47,0.3
1.79999963,0.471,0.3
1.79999963,0.472,0.3
1.79999963,0.473,0.3
1.79999964,0.474,0.3
1.79999963,0.475,0.3
1.79999963,0.476,0.3
1.79999963,0.477,0.3
1.79999963,0.478,0.3
1.79999963,0.479,0.3
1.79999963,0.48,0.3
1.79999964,0.481,0.3
1.79999964,0.482,0.3
1.79999963,0.483,0.3
1.79999964,0.484,0.3
1.79999964,0.485,0.3
1.79999964,0.486,0.3
1.79999964,0.487,0.3
1.79999964,0.488,0.3
1.79999964,0.489,0.3
1.79999964,0.49,0.3
1.79999964,0.491,0.3
1.79999964,0.492,0.3
1.79999964,0.493,0.3
1.79999964,0.494,0.3
1.79999964,0.495,0.3
1.79999964,0.496,0.3
1.79999964,0.497,0.3
1.79999964,0.498,0.3
1.79999964,0.499,0.3
1.79999964,0.5,0.3
1.79999964,0.501,0.3
1.79999964,0.502,0.3
1.79999964,0.503,0.3
1.79999964,0.504,0.3
1.79999964,0.505,0.3
1.79999964,0.506,0.3
1.79999964,0.507,0.3
1.79999964,0.508,0.3
1.79999964,0.509,0.3
1.79999964,0.51,0.3
1.79999964,0.511,0.3
1.79999964,0.512,0.3
1.79999964,0.513,0.3
1.79999964,0.514,0.3
1.79999965,0.515,0.3
1.79999964,0.516,0.3
1.79999964,0.517,0.3
1.79999964,0.518,0.3
1.79999965,0.519,0.3
1.79999965,0.52,0.3
1.79999965,0.521,0.3
1.79999965,0.522,0.3
1.79999964,0.523,0.3
1.79999965,0.524,0.3
1.79999965,0.525,0.3
1.79999965,0.526,0.3
1.79999965,0.527,0.3
1.79999965,0.528,0.3
1.79999965,0.529,0.3
1.79999965,0.53,0.3
1.79999965,0.531,0.3
1.79999965,0.532,0.3
1.79999965,0.533,0.3
1.79999965,0.534,0.3
1.79999965,0.535,0.3
1.79999965,0.536,0.3
1.79999965,0.537,0.3
1.79999965,0.538,0.3
1.79999965,0.539,0.3
1.79999965,0.54,0.3
1.79999965,0.541,0.3
1.79999965,0.542,0.3
1.79999965,0.543,0.3
1.79999965,0.544,0.3
1.79999966,0.545,0.3
1.79999965,0.546,0.3
1.79999965,0.547,0.3
1.79999965,0.548,0.3
1.79999965,0.549,0.3
1.79999965,0.55,0.3
1.79999966,0.551,0.3
1.79999965,0.552,0.3
1.79999965,0.553,0.3
1.79999965,0.554,0.3
1.79999966,0.555,0.3
1.79999966,0.556,0.3
1.79999965,0.557,0.3
1.79999966,0.558,0.3
1.79999966,0.559,0.3
1.79999965,0.56,0.3
1.79999966,0.561,0.3
1.79999966,0.562,0.3
1.79999966,0.563,0.3
1.79999966,0.564,0.3
1.79999966,0.565,0.3
1.79999966,0.566,0.3
1.79999966,0.567,0.3
1.79999965,0.568,0.3
1.79999966,0.569,0.3
1.79999966,0.57,0.3
1.79999966,0.571,0.3
1.79999966,0.572,0.3
1.79999966,0.573,0.3
1.79999966,0.574,0.3
1.79999966,0.575,0.3
1.79999966,0.576,0.3
1.79999966,0.577,0.3
1.79999966,0.578,0.3
1.79999966,0.579,0.3
1.79999966,0.58,0.3
1.79999966,0.581,0.3
1.79999966,0.582,0.3
1.79999966,0.583,0.3
1.79999966,0.584,0.3
1.79999966,0.585,0.3
1.79999966,0.586,0.3
1.79999966,0.587,0.3
1.79999966,0.588,0.3
1.79999966,0.589,0.3
1.79999966,0.59,0.3
1.79999966,0.591,0.3
1.79999966,0.592,0.3
1.79999966,0.593,0.3
1.79999966,0.594,0.3
1.79999966,0.595,0.3
1.79999966,0.596,0.3
1.79999967,0.597,0.3
1.79999967,0.598,0.3
1.79999967,0.599,0.3
1.79999967,0.6,0.3
1.79999966,0.601,0.3
1.79999967,0.602,0.3
1.79999967,0.603,0.3
1.79999967,0.604,0.3
1.79999967,0.605,0.3
1.79999967,0.606,0.3
1.79999967,0.607,0.3
1.79999967,0.608,0.3
1.79999967,0.609,0.3
1.79999967,0.61,0.3
1.79999967,0.611,0.3
1.79999967,0.612,0.3
1.79999967,0.613,0.3
1.79999967,0.614,0.3
1.79999967,0.615,0.3
1.79999967,0.616,0.3
1.79999967,0.617,0.3
1.79999967,0.618,0.3
1.79999967,0.619,0.3
1.79999967,0.62,0.3
1.79999967,0.621,0.3
1.79999967,0.622,0.3
1.79999967,0.623,0.3
1.79999967,0.624,0.3
1.79999967,0.625,0.3
1.79999967,0.626,0.3
1.79999967,0.627,0.3
1.79999967,0.628,0.3
1.79999967,0.629,0.3
1.79999967,0.63,0.3
1.79999967,0.631,0.3
1.79999967,0.632,0.3
1.79999967,0.633,0.3
1.79999967,0.634,0.3
1.79999967,0.635,0.3
1.79999967,0.636,0.3
1.79999967,0.637,0.3
1.79999967,0.638,0.3
1.79999967,0.639,0.3
1.79999968,0.64,0.3
1.79999967,0.641,0.3
1.79999967,0.642,0.3
1.79999968,0.643,0.3
1.79999967,0.644,0.3
1.79999968,0.645,0.3
1.79999968,0.646,0.3
1.79999968,0.647,0.3
1.79999967,0.648,0.3
1.79999968,0.649,0.3
1.79999968,0.65,0.3
1.79999968,0.651,0.3
1.79999968,0.652,0.3
1.79999968,0.653,0.3
1.79999968,0.654,0.3
1.79999968,0.655,0.3
1.79999968,0.656,0.3
1.79999968,0.657,0.3
1.79999968,0.658,0.3
1.79999968,0.659,0.3
1.79999968,0.66,0.3
1.79999968,0.661,0.3
1.79999968,0.662,0.3
1.79999968,0.663,0.3
1.79999968,0.664,0.3
1.79999968,0.665,0.3
1.79999968,0.666,0.3
1.79999968,0.667,0.3
1.79999968,0.668,0.3
1.79999968,0.669,0.3
1.79999968,0.67,0.3
1.79999968,0.671,0.3
1.79999968,0.672,0.3
1.79999968,0.673,0.3
1.79999968,0.674,0.3
1.79999968,0.675,0.3
1.79999968,0.676,0.3
1.79999968,0.677,0.3
1.79999968,0.678,0.3
1.79999968,0.679,0.3
1.79999968,0.68,0.3
1.79999968,0.681,0.3
1.79999969,0.682,0.3
1.79999969,0.683,0.3
1.79999969,0.684,0.3
1.79999968,0.685,0.3
1.79999968,0.686,0.3
1.79999969,0.687,0.3
1.79999968,0.688,0.3
1.79999968,0.689,0.3
1.79999968,0.69,0.3
1.79999969,0.691,0.3
1.79999969,0.692,0.3
1.79999969,0.693,0.3
1.79999969,0.694,0.3
1.79999969,0.695,0.3
1.79999969,0.696,0.3
1.79999968,0.697,0.3
1.79999969,0.698,0.3
1.79999969,0.699,0.3
1.79999969,0.7,0.3
1.79999969,0.701,0.3
1.79999969,0.702,0.3
1.79999969,0.703,0.3
1.79999969,0.704,0.3
1.79999969,0.705,0.3
1.79999969,0.706,0.3
1.79999969,0.707,0.3
1.79999969,0.708,0.3
1.79999969,0.709,0.3
1.79999969,0.71,0.3
1.79999969,0.711,0.3
1.79999969,0.712,0.3
1.79999969,0.713,0.3
1.79999969,0.714,0.3
1.79999969,0.715,0.3
1.79999969,0.716,0.3
1.79999969,0.717,0.3
1.79999969,0.718,0.3
1.79999969,0.719,0.3
1.79999969,0.72,0.3
1.79999969,0.721,0.3
1.79999969,0.722,0.3
1.79999969,0.723,0.3
1.79999969,0.724,0.3
1.79999969,0.725,0.3
1.7999997,0.726,0.3
1.79999969,0.727,0.3
1.79999969,0.728,0.3
1.7999997,0.729,0.3
1.79999969,0.73,0.3
1.79999969,0.731,0.3
1.7999997,0.732,0.3
1.7999997,0.733,0.3
1.79999969,0.734,0.3
1.7999997,0.735,0.3
1.7999997,0.736,0.3
1.7999997,0.737,0.3
1.7999997,0.738,0.3
1.7999997,0.739,0.3
1.79999969,0.74,0.3
1.7999997,0.741,0.3
1.7999997,0.742,0.3
1.7999997,0.743,0.3
1.7999997,0.744,0.3
1.7999997,0.745,0.3
1.7999997,0.746,0.3
1.7999997,0.747,0.3
1.7999997,0.748,0.3
1.7999997,0.749,0.3
1.7999997,0.75,0.3
1.7999997,0.751,0.3
1.7999997,0.752,0.3
1.7999997,0.753,0.3
1.7999997,0.754,0.3
1.7999997,0.755,0.3
1.7999997,0.756,0.3
1.7999997,0.757,0.3
1.7999997,0.758,0.3
1.7999997,0.759,0.3
1.7999997,0.76,0.3
1.7999997,0.761,0.3
1.7999997,0.762,0.3
1.7999997,0.763,0.3
1.7999997,0.764,0.3
1.7999997,0.765,0.3
1.79999971,0.766,0.3
1.7999997,0.767,0.3
1.79999971,0.768,0.3
1.7999997,0.769,0.3
1.7999997,0.77,0.3
1.7999997,0.771,0.3
1.7999997,0.772,0.3
1.7999997,0.773,0.3
1.7999997,0.774,0.3
1.7999997,0.775,0.3
1.79999971,0.776,0.3
1.79999971,0.777,0.3
1.79999971,0.778,0.3
1.79999971,0.779,0.3
1.79999971,0.78,0.3
1.79999971,0.781,0.3
1.79999971,0.782,0.3
1.79999971,0.783,0.3
1.79999971,0.784,0.3
1.79999971,0.785,0.3
1.79999971,0.786,0.3
1.79999971,0.787,0.3
1.79999971,0.788,0.3
1.79999971,0.789,0.3
1.79999971,0.79,0.3
1.79999971,0.791,0.3
1.79999971,0.792,0.3
1.79999971,0.793,0.3
1.79999971,0.794,0.3
1.79999971,0.795,0.3
1.79999971,0.796,0.3
1.79999971,0.797,0.3
1.79999971,0.798,0.3
1.79999971,0.799,0.3
1.79999971,0.8,0.3
1.79999971,0.801,0.3
1.79999972,0.802,0.3
1.79999971,0.803,0.3
1.79999971,0.804,0.3
1.79999971,0.805,0.3
1.79999972,0.806,0.3
1.79999972,0.807,0.3
1.79999971,0.808,0.3
1.79999971,0.809,0.3
1.79999972,0.81,0.3
1.79999971,0.811,0.3
1.79999972,0.812,0.3
1.79999972,0.813,0.3
1.79999972,0.814,0.3
1.79999971,0.815,0.3
1.79999972,0.816,0.3
1.79999972,0.817,0.3
1.79999972,0.818,0.3
1.79999972,0.819,0.3
1.79999972,0.82,0.3
1.79999972,0.821,0.3
1.79999972,0.822,0.3
1.79999972,0.823,0.3
1.79999972,0.824,0.3
1.79999972,0.825,0.3
1.79999972,0.826,0.3
1.79999972,0.827,0.3
1.79999972,0.828,0.3
1.79999972,0.829,0.3
1.79999972,0.83,0.3
1.79999972,0.831,0.3
1.79999972,0.832,0.3
1.79999972,0.833,0.3
1.79999973,0.834,0.3
1.79999972,0.835,0.3
1.79999973,0.836,0.3
1.79999972,0.837,0.3
1.79999972,0.838,0.3
1.79999973,0.839,0.3
1.79999973,0.84,0.3
1.79999973,0.841,0.3
1.79999973,0.842,0.3
1.79999973,0.843,0.3
1.79999973,0.844,0.3
1.79999973,0.845,0.3
1.79999973,0.846,0.3
1.79999973,0.847,0.3
1.79999973,0.848,0.3
1.79999973,0.849,0.3
1.79999973,0.85,0.3
1.79999973,0.851,0.3
1.79999973,0.852,0.3
1.79999973,0.853,0.3
1.79999973,0.854,0.3
1.79999973,0.855,0.3
1.79999973,0.856,0.3
1.79999973,0.857,0.3
1.79999973,0.858,0.3
1.79999973,0.859,0.3
1.79999973,0.86,0.3
1.79999974,0.861,0.3
1.79999973,0.862,0.3
1.79999974,0.863,0.3
1.79999974,0.864,0.3
1.79999974,0.865,0.3
1.79999974,0.866,0.3
1.79999974,0.867,0.3
1.79999974,0.868,0.3
1.79999974,0.869,0.3
1.79999974,0.87,0.3
1.79999974,0.871,0.3
1.79999974,0.872,0.3
1.79999974,0.873,0.3
1.79999974,0.874,0.3
1.79999974,0.875,0.3
1.79999974,0.876,0.3
1.79999974,0.877,0.3
1.79999974,0.878,0.3
1.79999974,0.879,0.3
1.79999975,0.88,0.3
1.79999974,0.881,0.3
1.79999974,0.882,0.3
1.79999975,0.883,0.3
1.79999975,0.884,0.3
1.79999975,0.885,0.3
1.79999975,0.886,0.3
1.79999975,0.887,0.3
1.79999975,0.888,0.3
1.79999975,0.889,0.3
1.79999975,0.89,0.3
1.79999975,0.891,0.3
1.79999975,0.892,0.3
1.79999975,0.893,0.3
1.79999975,0.894,0.3
1.79999975,0.895,0.3
1.79999975,0.896,0.3
1.79999975,0.897,0.3
1.79999975,0.898,0.3
1.79999975,0.899,0.3
1.79999975,0.9,0.3
1.79999975,0.901,0.3
1.79999976,0.902,0.3
1.79999976,0.903,0.3
1.79999976,0.904,0.3
1.79999976,0.905,0.3
1.79999976,0.906,0.3
1.79999976,0.907,0.3
1.79999976,0.908,0.3
1.79999976,0.909,0.3
1.79999976,0.91,0.3
1.79999976,0.911,0.3
1.79999976,0.912,0.3
1.79999976,0.913,0.3
1.79999976,0.914,0.3
1.79999976,0.915,0.3
1.79999977,0.916,0.3
1.79999976,0.917,0.3
1.79999976,0.918,0.3
1.79999977,0.919,0.3
1.79999977,0.92,0.3
1.79999977,0.921,0.3
1.79999977,0.922,0.3
1.79999977,0.923,0.3
1.79999977,0.924,0.3
1.79999977,0.925,0.3
1.79999977,0.926,0.3
1.79999977,0.927,0.3
1.79999977,0.928,0.3
1.79999977,0.929,0.3
1.79999977,0.93,0.3
1.79999977,0.931,0.3
1.79999977,0.932,0.3
1.79999977,0.933,0.3
1.79999977,0.934,0.3
1.79999977,0.935,0.3
1.79999977,0.936,0.3
1.79999977,0.937,0.3
1.79999977,0.938,0.3
1.79999977,0.939,0.3
1.79999977,0.94,0.3
1.79999977,0.941,0.3
1.79999978,0.942,0.3
1.79999977,0.943,0.3
1.79999978,0.944,0.3
1.79999978,0.945,0.3
1.79999978,0.946,0.3
1.79999978,0.947,0.3
1.79999978,0.948,0.3
1.79999978,0.949,0.3
1.79999978,0.95,0.3
1.79999978,0.951,0.3
1.79999978,0.952,0.3
1.79999978,0.953,0.3
1.79999978,0.954,0.3
1.79999978,0.955,0.3
1.79999978,0.956,0.3
1.79999978,0.957,0.3
1.79999978,0.958,0.3
1.79999978,0.959,0.3
1.79999978,0.96,0.3
1.79999978,0.961,0.3
1.79999978,0.962,0.3
1.79999978,0.963,0.3
1.79999978,0.964,0.3
1.79999978,0.965,0.3
1.79999978,0.966,0.3
1.79999978,0.967,0.3
1.79999978,0.968,0.3
1.79999978,0.969,0.3
1.79999978,0.97,0.3
1.79999978,0.971,0.3
1.79999979,0.972,0.3
1.79999978,0.973,0.3
1.79999979,0.974,0.3
1.79999979,0.975,0.3
1.79999978,0.976,0.3
1.79999979,0.977,0.3
1.79999979,0.978,0.3
1.79999979,0.979,0.3
1.79999979,0.98,0.3
1.79999979,0.981,0.3
1.79999979,0.982,0.3
1.79999979,0.983,0.3
1.79999979,0.984,0.3
1.79999979,0.985,0.3
1.79999979,0.986,0.3
1.79999979,0.987,0.3
1.79999979,0.988,0.3
1.79999979,0.989,0.3
1.79999979,0.99,0.3
1.79999979,0.991,0.3
1.79999979,0.992,0.3
1.79999979,0.993,0.3
1.79999979,0.994,0.3
1.79999979,0.995,0.3
1.79999979,0.996,0.3
1.79999979,0.997,0.3
1.79999979,0.998,0.3
1.79999979,0.999,0.3
1.79999979,1,0.3
1.79999979,1.001,0.3
1.79999979,1.002,0.3
1.79999979,1.003,0.3
1.79999979,1.004,0.3
1.79999979,1.005,0.3
1.79999979,1.006,0.3
1.79999979,1.007,0.3
1.79999979,1.008,0.3
1.79999979,1.009,0.3
1.79999979,1.01,0.3
1.79999979,1.011,0.3
1.79999979,1.012,0.3
1.79999979,1.013,0.3
1.79999979,1.014,0.3
1.79999979,1.015,0.3
1.79999979,1.016,0.3
1.7999998,1.017,0.3
1.7999998,1.018,0.3
1.79999979,1.019,0.3
1.79999979,1.02,0.3
1.79999979,1.021,0.3
1.7999998,1.022,0.3
1.7999998,1.023,0.3
1.7999998,1.024,0.3
1.79999979,1.025,0.3
1.79999979,1.026,0.3
1.79999979,1.027,0.3
1.7999998,1.028,0.3
1.7999998,1.029,0.3
1.7999998,1.03,0.3
1.7999998,1.031,0.3
1.7999998,1.032,0.3
1.7999998,1.033,0.3
1.7999998,1.034,0.3
1.79999979,1.035,0.3
1.7999998,1.036,0.3
1.7999998,1.037,0.3
1.7999998,1.038,0.3
1.7999998,1.039,0.3
1.7999998,1.04,0.3
1.7999998,1.041,0.3
1.7999998,1.042,0.3
1.7999998,1.043,0.3
1.7999998,1.044,0.3
1.7999998,1.045,0.3
1.7999998,1.046,0.3
1.7999998,1.047,0.3
1.7999998,1.048,0.3
1.7999998,1.049,0.3
1.7999998,1.05,0.3
1.7999998,1.051,0.3
1.7999998,1.052,0.3
1.7999998,1.053,0.3
1.7999998,1.054,0.3
1.7999998,1.055,0.3
1.7999998,1.056,0.3
1.7999998,1.057,0.3
1.7999998,1.058,0.3
1.7999998,1.059,0.3
1.7999998,1.06,0.3
1.7999998,1.061,0.3
1.7999998,1.062,0.3
1.7999998,1.063,0.3
1.7999998,1.064,0.3
1.7999998,1.065,0.3
1.7999998,1.066,0.3
1.7999998,1.067,0.3
1.7999998,1.068,0.3
1.7999998,1.069,0.3
1.7999998,1.07,0.3
1.7999998,1.071,0.3
1.7999998,1.072,0.3
1.7999998,1.073,0.3
1.7999998,1.074,0.3
1.7999998,1.075,0.3
1.7999998,1.076,0.3
1.7999998,1.077,0.3
1.7999998,1.078,0.3
1.7999998,1.079,0.3
1.7999998,1.08,0.3
1.7999998,1.081,0.3
1.7999998,1.082,0.3
1.7999998,1.083,0.3
1.7999998,1.084,0.3
1.7999998,1.085,0.3
1.7999998,1.086,0.3
1.7999998,1.087,0.3
1.7999998,1.088,0.3
1.7999998,1.089,0.3
1.7999998,1.09,0.3
1.7999998,1.091,0.3
1.7999998,1.092,0.3
1.7999998,1.093,0.3
1.7999998,1.094,0.3
1.7999998,1.095,0.3
1.7999998,1.096,0.3
1.7999998,1.097,0.3
1.7999998,1.098,0.3
1.7999998,1.099,0.3
1.7999998,1.1,0.3
1.7999998,1.101,0.3
1.7999998,1.102,0.3
1.7999998,1.103,0.3
1.7999998,1.104,0.3
1.7999998,1.105,0.3
1.7999998,1.106,0.3
1.7999998,1.107,0.3
1.7999998,1.108,0.3
1.7999998,1.109,0.3
1.7999998,1.11,0.3
1.7999998,1.111,0.3
1.7999998,1.112,0.3
1.7999998,1.113,0.3
1.7999998,1.114,0.3
1.7999998,1.115,0.3
1.7999998,1.116,0.3
1.7999998,1.117,0.3
1.7999998,1.118,0.3
1.7999998,1.119,0.3
1.7999998,1.12,0.3
1.7999998,1.121,0.3
1.7999998,1.122,0.3
1.7999998,1.123,0.3
1.7999998,1.124,0.3
1.7999998,1.125,0.3
1.7999998,1.126,0.3
1.7999998,1.127,0.3
1.7999998,1.128,0.3
1.7999998,1.129,0.3
1.7999998,1.13,0.3
1.7999998,1.131,0.3
1.7999998,1.132,0.3
1.7999998,1.133,0.3
1.7999998,1.134,0.3
1.7999998,1.135,0.3
1.7999998,1.136,0.3
1.7999998,1.137,0.3
1.7999998,1.138,0.3
1.7999998,1.139,0.3
1.7999998,1.14,0.3
1.7999998,1.141,0.3
1.7999998,1.142,0.3
1.7999998,1.143,0.3
1.7999998,1.144,0.3
1.7999998,1.145,0.3
1.7999998,1.146,0.3
1.7999998,1.147,0.3
1.7999998,1.148,0.3
1.7999998,1.149,0.3
1.7999998,1.15,0.3
1.7999998,1.151,0.3
1.7999998,1.152,0.3
1.7999998,1.153,0.3
1.7999998,1.154,0.3
1.7999998,1.155,0.3
1.7999998,1.156,0.3
1.7999998,1.157,0.3
1.7999998,1.158,0.3
1.7999998,1.159,0.3
1.7999998,1.16,0.3
1.7999998,1.161,0.3
1.7999998,1.162,0.3
1.7999998,1.163,0.3
1.7999998,1.164,0.3
1.7999998,1.165,0.3
1.7999998,1.166,0.3
1.7999998,1.167,0.3
1.7999998,1.168,0.3
1.7999998,1.169,0.3
1.7999998,1.17,0.3
1.7999998,1.171,0.3
1.7999998,1.172,0.3
1.7999998,1.173,0.3
1.7999998,1.174,0.3
1.7999998,1.175,0.3
1.7999998,1.176,0.3
1.7999998,1.177,0.3
1.7999998,1.178,0.3
1.7999998,1.179,0.3
1.7999998,1.18,0.3
1.7999998,1.181,0.3
1.7999998,1.182,0.3
1.7999998,1.183,0.3
1.7999998,1.184,0.3
1.7999998,1.185,0.3
1.7999998,1.186,0.3
1.7999998,1.187,0.3
1.7999998,1.188,0.3
1.7999998,1.189,0.3
1.7999998,1.19,0.3
1.7999998,1.191,0.3
1.7999998,1.192,0.3
1.7999998,1.193,0.3
1.7999998,1.194,0.3
1.7999998,1.195,0.3
1.7999998,1.196,0.3
1.7999998,1.197,0.3
1.7999998,1.198,0.3
1.7999998,1.199,0.3
1.7999998,1.2,0.3
1.7999998,1.201,0.3
1.7999998,1.202,0.3
1.7999998,1.203,0.3
1.7999998,1.204,0.3
1.7999998,1.205,0.3
1.7999998,1.206,0.3
1.7999998,1.207,0.3
1.7999998,1.208,0.3
1.7999998,1.209,0.3
1.7999998,1.21,0.3
1.7999998,1.211,0.3
1.7999998,1.212,0.3
1.7999998,1.213,0.3
1.7999998,1.214,0.3
1.7999998,1.215,0.3
1.7999998,1.216,0.3
1.7999998,1.217,0.3
1.7999998,1.218,0.3
1.7999998,1.219,0.3
1.7999998,1.22,0.3
1.7999998,1.221,0.3
1.7999998,1.222,0.3
1.7999998,1.223,0.3
1.7999998,1.224,0.3
1.7999998,1.225,0.3
1.7999998,1.226,0.3
1.7999998,1.227,0.3
1.7999998,1.228,0.3
1.7999998,1.229,0.3
1.7999998,1.23,0.3
1.7999998,1.231,0.3
1.7999998,1.232,0.3
1.7999998,1.233,0.3
1.7999998,1.234,0.3
1.7999998,1.235,0.3
1.7999998,1.236,0.3
1.7999998,1.237,0.3
1.7999998,1.238,0.3
1.7999998,1.239,0.3
1.7999998,1.24,0.3
1.7999998,1.241,0.3
1.7999998,1.242,0.3
1.7999998,1.243,0.3
1.7999998,1.244,0.3
1.7999998,1.245,0.3
1.7999998,1.246,0.3
1.7999998,1.247,0.3
1.7999998,1.248,0.3
1.7999998,1.249,0.3
1.7999998,1.25,0.3
1.7999998,1.251,0.3
1.7999998,1.252,0.3
1.7999998,1.253,0.3
1.7999998,1.254,0.3
1.7999998,1.255,0.3
1.7999998,1.256,0.3
1.7999998,1.257,0.3
1.7999998,1.258,0.3
1.7999998,1.259,0.3
1.7999998,1.26,0.3
1.7999998,1.261,0.3
1.7999998,1.262,0.3
1.7999998,1.263,0.3
1.7999998,1.264,0.3
1.7999998,1.265,0.3
1.7999998,1.266,0.3
1.7999998,1.267,0.3
1.7999998,1.268,0.3
1.7999998,1.269,0.3
1.7999998,1.27,0.3
1.7999998,1.271,0.3
1.7999998,1.272,0.3
1.7999998,1.273,0.3
1.7999998,1.274,0.3
1.7999998,1.275,0.3
1.7999998,1.276,0.3
1.7999998,1.277,0.3
1.7999998,1.278,0.3
1.7999998,1.279,0.3
1.7999998,1.28,0.3
1.7999998,1.281,0.3
1.7999998,1.282,0.3
1.7999998,1.283,0.3
1.7999998,1.284,0.3
1.7999998,1.285,0.3
1.7999998,1.286,0.3
1.7999998,1.287,0.3
1.7999998,1.288,0.3
1.7999998,1.289,0.3
1.7999998,1.29,0.3
1.7999998,1.291,0.3
1.7999998,1.292,0.3
1.7999998,1.293,0.3
1.7999998,1.294,0.3
1.7999998,1.295,0.3
1.7999998,1.296,0.3
1.7999998,1.297,0.3
1.7999998,1.298,0.3
1.7999998,1.299,0.3
1.7999998,1.3,0.3
1.7999998,1.301,0.3
1.7999998,1.302,0.3
1.7999998,1.303,0.3
1.7999998,1.304,0.3
1.7999998,1.305,0.3
1.7999998,1.306,0.3
1.7999998,1.307,0.3
1.7999998,1.308,0.3
1.7999998,1.309,0.3
1.7999998,1.31,0.3
1.7999998,1.311,0.3
1.7999998,1.312,0.3
1.7999998,1.313,0.3
1.7999998,1.314,0.3
1.7999998,1.315,0.3
1.7999998,1.316,0.3
1.7999998,1.317,0.3
1.7999998,1.318,0.3
1.7999998,1.319,0.3
1.7999998,1.32,0.3
1.7999998,1.321,0.3
1.7999998,1.322,0.3
1.7999998,1.323,0.3
1.7999998,1.324,0.3
1.7999998,1.325,0.3
1.7999998,1.326,0.3
1.7999998,1.327,0.3
1.7999998,1.328,0.3
1.7999998,1.329,0.3
1.7999998,1.33,0.3
1.7999998,1.331,0.3
1.7999998,1.332,0.3
1.7999998,1.333,0.3
1.7999998,1.334,0.3
1.7999998,1.335,0.3
1.7999998,1.336,0.3
1.7999998,1.337,0.3
1.7999998,1.338,0.3
1.7999998,1.339,0.3
1.7999998,1.34,0.3
1.7999998,1.341,0.3
1.7999998,1.342,0.3
1.7999998,1.343,0.3
1.7999998,1.344,0.3
1.7999998,1.345,0.3
1.7999998,1.346,0.3
1.7999998,1.347,0.3
1.7999998,1.348,0.3
1.7999998,1.349,0.3
1.7999998,1.35,0.3
1.7999998,1.351,0.3
1.7999998,1.352,0.3
1.7999998,1.353,0.3
1.7999998,1.354,0.3
1.7999998,1.355,0.3
1.7999998,1.356,0.3
1.7999998,1.357,0.3
1.7999998,1.358,0.3
1.7999998,1.359,0.3
1.7999998,1.36,0.3
1.7999998,1.361,0.3
1.7999998,1.362,0.3
1.7999998,1.363,0.3
1.7999998,1.364,0.3
1.7999998,1.365,0.3
1.7999998,1.366,0.3
1.7999998,1.367,0.3
1.7999998,1.368,0.3
1.7999998,1.369,0.3
1.7999998,1.37,0.3
1.7999998,1.371,0.3
1.7999998,1.372,0.3
1.7999998,1.373,0.3
