Iout,V1,V2,Vout
-3.66511422E-07,0.30576,0.5,0.9
-3.66511209E-07,0.30577,0.5,0.9
-3.66511067E-07,0.30578,0.5,0.9
-3.66510967E-07,0.30579,0.5,0.9
-3.66510847E-07,0.3058,0.5,0.9
-3.66510733E-07,0.30581,0.5,0.9
-3.66510626E-07,0.30582,0.5,0.9
-3.66510434E-07,0.30583,0.5,0.9
-3.66510378E-07,0.30584,0.5,0.9
-3.66510235E-07,0.30585,0.5,0.9
-3.66510093E-07,0.30586,0.5,0.9
-3.66509965E-07,0.30587,0.5,0.9
-3.66509887E-07,0.30588,0.5,0.9
-3.6650971E-07,0.30589,0.5,0.9
-3.66509575E-07,0.3059,0.5,0.9
-3.66509511E-07,0.30591,0.5,0.9
-3.66509312E-07,0.30592,0.5,0.9
-3.66509198E-07,0.30593,0.5,0.9
-3.66509106E-07,0.30594,0.5,0.9
-3.66509035E-07,0.30595,0.5,0.9
-3.66508843E-07,0.30596,0.5,0.9
-3.66508715E-07,0.30597,0.5,0.9
-3.66508615E-07,0.30598,0.5,0.9
-3.66508466E-07,0.30599,0.5,0.9
-3.66508331E-07,0.306,0.5,0.9
-3.6650826E-07,0.30601,0.5,0.9
-3.66508104E-07,0.30602,0.5,0.9
-3.66507976E-07,0.30603,0.5,0.9
-3.66507841E-07,0.30604,0.5,0.9
